Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																															
Дата голосования: 07.12.2003 0:00:00																																																																															
																																																																															
Наименование Избирательной комиссии:    Петрозаводская городская №1																																																																															
																																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																															
																																																																															
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88					
		12.99%	16.91%	11.78%	18.11%	15.93%	16.22%	14.13%	17.07%	11.50%	16.32%	20.07%	9.18%	10.54%	14.76%	11.82%	17.58%	13.33%	12.43%	16.27%	13.48%	16.68%	14.06%	15.59%	13.82%	16.06%	9.39%	15.90%	13.29%	12.01%	11.14%	10.62%	15.90%	14.87%	14.91%	14.02%	10.20%	14.77%	13.25%	10.11%	10.81%	11.90%	14.47%	11.81%	9.94%	10.53%	10.80%	12.40%	7.27%	11.14%	5.37%	7.78%	8.16%	12.2%	9.01%	8.45%	8.61%	11.71%	16.38%	13.05%	14.12%	13.93%	16.06%	13.40%	14.52%	17.30%	13.53%	10.16%	14.76%	13.61%	15.57%	12.53%	11.54%	14.65%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1520	11	8	20	7	19	32	20	13	17	25	21	34	13	18	10	22	24	19	19	18	26	22	33	41	18	18	19	23	34	39	17	23	18	19	14	13	20	16	21	24	29	22	18	27	19	21	21	21	22	29	19	29	24	18	19	31	33	20	11	17	21	14	25	27	21	26	19	22	16	19	14	18					
		2.29%	2.32%	2.29%	2.29%	1.71%	4.16%	2.57%	2.58%	2.02%	2.02%	1.96%	2.09%	4.21%	2.08%	2.10%	1.61%	2.17%	3.01%	2.13%	1.92%	1.92%	3.69%	1.89%	3.96%	5.14%	1.92%	1.85%	2.38%	2.79%	3.64%	4.02%	2.00%	2.42%	2.25%	2.01%	1.50%	1.71%	2.22%	2.10%	2.44%	2.48%	2.67%	2.36%	1.80%	2.99%	2.50%	2.05%	1.88%	1.93%	2.07%	2.37%	1.98%	2.9%	2.27%	2.20%	1.83%	3.59%	2.93%	1.76%	1.02%	1.79%	2.05%	1.32%	2.16%	2.59%	1.94%	2.40%	2.10%	2.30%	1.49%	1.89%	1.51%	1.55%					
37	"20. ""Политическая партия ""Единая Россия"""	20072	198	153	251	121	116	337	272	205	274	367	322	241	204	246	192	277	268	226	303	265	232	306	258	257	296	280	252	265	303	307	227	358	329	273	379	238	273	258	299	313	345	328	330	244	222	308	290	319	261	345	273	291	315	226	290	308	333	318	311	299	287	291	296	306	303	320	248	320	305	331	288	280					
		30.36%	41.86%	43.96%	28.78%	29.65%	25.43%	27.06%	35.18%	31.88%	32.65%	28.89%	32.13%	29.90%	32.74%	28.80%	30.96%	27.37%	33.66%	25.36%	30.73%	28.34%	32.95%	26.35%	31.00%	32.24%	31.59%	28.92%	31.61%	32.16%	32.47%	31.68%	26.73%	37.76%	41.22%	29.01%	40.70%	31.39%	30.40%	33.90%	34.76%	32.40%	31.79%	35.23%	33.16%	27.05%	29.24%	30.07%	26.03%	29.37%	24.59%	28.25%	28.58%	29.1%	29.88%	27.69%	28.07%	35.73%	29.65%	28.04%	29.09%	31.57%	28.10%	27.47%	25.58%	29.42%	28.08%	29.57%	27.52%	33.50%	28.45%	32.93%	31.06%	24.13%					
38	"21. ""Российская Конституционно-демократическая партия"""	77	0	0	0	1	1	2	2	0	0	3	4	0	1	2	1	1	0	2	3	0	0	4	1	1	1	0	0	0	0	1	1	0	1	2	1	1	1	2	1	3	0	2	2	1	0	2	1	1	3	0	1	0	3	0	0	1	3	4	1	1	1	1	0	0	1	0	1	1	0	2	0	0					
		0.11%	0.0%	0.0%	0.0%	0.24%	0.21%	0.16%	0.25%	0.0%	0.0%	0.23%	0.39%	0.0%	0.16%	0.23%	0.16%	0.09%	0.0%	0.22%	0.30%	0.0%	0.0%	0.34%	0.12%	0.12%	0.10%	0.0%	0.0%	0.0%	0.0%	0.10%	0.11%	0.0%	0.12%	0.21%	0.10%	0.13%	0.11%	0.26%	0.11%	0.31%	0.0%	0.21%	0.20%	0.11%	0.0%	0.19%	0.08%	0.09%	0.28%	0.0%	0.10%	0.0%	0.28%	0.0%	0.0%	0.11%	0.26%	0.35%	0.09%	0.10%	0.09%	0.09%	0.0%	0.0%	0.09%	0.0%	0.11%	0.10%	0.0%	0.19%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	233	3	2	6	1	1	2	5	3	5	8	0	2	5	1	6	6	0	4	5	6	1	8	1	1	2	5	5	2	1	4	0	0	4	5	2	3	1	3	1	4	4	2	4	3	4	6	2	3	2	3	9	3	5	0	2	4	3	2	5	3	5	0	6	4	2	2	3	1	2	5	5	5					
		0.35%	0.63%	0.57%	0.68%	0.24%	0.21%	0.16%	0.64%	0.46%	0.59%	0.62%	0.0%	0.24%	0.80%	0.11%	0.96%	0.59%	0.0%	0.44%	0.50%	0.64%	0.14%	0.68%	0.12%	0.12%	0.21%	0.51%	0.62%	0.24%	0.10%	0.41%	0.0%	0.0%	0.50%	0.53%	0.21%	0.39%	0.11%	0.39%	0.11%	0.41%	0.36%	0.21%	0.40%	0.33%	0.52%	0.58%	0.17%	0.27%	0.18%	0.24%	0.94%	0.3%	0.47%	0.0%	0.19%	0.46%	0.26%	0.17%	0.46%	0.31%	0.48%	0.0%	0.51%	0.38%	0.18%	0.18%	0.33%	0.10%	0.18%	0.49%	0.53%	0.43%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5408	21	26	74	20	35	84	49	57	63	82	109	70	36	54	30	54	59	61	65	51	56	71	59	47	97	87	64	72	81	119	94	70	30	92	66	62	63	56	58	87	77	78	91	93	64	105	179	127	149	158	126	80	107	98	117	43	76	98	67	67	71	80	79	60	94	80	69	69	56	77	61	81					
		8.17%	4.43%	7.47%	8.48%	4.90%	7.67%	6.74%	6.33%	8.86%	7.50%	6.45%	10.87%	8.68%	5.77%	6.32%	4.83%	5.33%	7.41%	6.84%	6.59%	5.45%	7.95%	6.11%	7.09%	5.89%	10.35%	8.98%	8.03%	8.73%	8.68%	12.28%	11.07%	7.38%	3.75%	9.77%	7.08%	8.17%	7.01%	7.35%	6.74%	9.00%	7.09%	8.37%	9.14%	10.31%	8.43%	10.25%	16.06%	11.69%	14.04%	12.94%	13.19%	8.0%	10.15%	12.00%	11.32%	4.98%	6.76%	8.64%	6.26%	7.07%	6.95%	7.55%	6.82%	5.76%	8.71%	7.39%	7.65%	7.22%	5.22%	7.66%	6.58%	6.98%					
																																																																															
41	Против всех	4300	40	11	86	39	27	80	51	31	68	100	57	42	40	56	37	58	54	68	66	70	40	103	50	63	50	64	58	51	54	26	74	62	59	63	60	37	39	41	54	44	47	63	38	46	47	78	50	55	60	79	63	59	57	43	63	63	82	102	68	52	79	83	79	78	80	78	63	63	100	63	56	90					
		6.50%	8.45%	3.16%	9.86%	9.55%	5.92%	6.42%	6.59%	4.82%	8.10%	7.87%	5.68%	5.21%	6.42%	6.55%	5.96%	5.73%	6.78%	7.63%	6.69%	7.48%	5.68%	8.87%	6.00%	7.90%	5.33%	6.61%	7.27%	6.18%	5.78%	2.68%	8.71%	6.54%	7.39%	6.69%	6.44%	4.88%	4.34%	5.38%	6.27%	4.55%	4.33%	6.76%	3.81%	5.09%	6.19%	7.61%	4.48%	5.06%	5.65%	6.47%	6.59%	5.9%	5.40%	5.26%	6.09%	7.30%	7.30%	8.99%	6.36%	5.49%	7.73%	7.83%	6.82%	7.5%	7.41%	7.20%	6.99%	6.59%	9.32%	6.26%	6.04%	7.75%					
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
