Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																															
Дата голосования: 07.12.2003 0:00:00																																																																															
																																																																															
"Наименование Избирательной комиссии:    Челябинск, Курчатовская"																																																																															
																																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																															
																																																																															
		Сумма	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657					
		11.28%	8.75%	11.88%	13.29%	11.60%	13.46%	8.64%	11.65%	12.15%	15.07%	13.69%	13.02%	8.96%	11.38%	8.51%	13.90%	11.84%	10.16%	9.65%	8.44%	10.60%	8.93%	10.52%	11.76%	10.71%	9.70%	11.32%	13.67%	10.86%	8.92%	12.30%	11.93%	8.67%	10.74%	10.77%	12.47%	10.25%	9.73%	9.62%	11.38%	10.31%	13.13%	11.61%	11.77%	9.10%	12.58%	9.63%	11.05%	9.85%	11.32%	13.30%	11.5%	7.31%	12.18%	12.28%	10.77%	13.19%	11.97%	10.66%	7.78%	13.73%	12.83%	14.23%	12.71%	10.16%	12.24%	10.55%	14.13%	14.27%	12.10%	13.72%	12.49%	11.67%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	830	8	12	9	16	11	15	8	14	14	15	18	13	16	11	11	2	12	15	10	13	19	13	19	12	16	10	20	17	12	16	12	10	13	17	18	9	13	13	8	8	6	7	5	7	16	10	6	16	11	14	8	13	10	7	8	12	15	7	8	7	4	2	28	14	3	15	9	11	5	11	1	16					
		1.18%	0.95%	1.09%	0.92%	2.29%	1.34%	1.64%	0.67%	1.17%	1.83%	2.23%	2.21%	1.35%	1.46%	1.20%	1.37%	0.23%	1.48%	1.50%	1.17%	1.18%	1.88%	1.04%	1.43%	0.95%	1.28%	0.89%	1.68%	1.44%	1.06%	1.53%	0.93%	1.04%	1.25%	1.34%	1.58%	0.89%	1.50%	1.02%	0.82%	1.50%	0.82%	1.27%	0.62%	0.71%	1.46%	1.02%	0.58%	1.64%	0.90%	1.47%	0.8%	1.28%	0.97%	0.70%	0.90%	1.19%	1.35%	0.80%	1.11%	0.86%	1.35%	0.64%	2.01%	0.92%	0.30%	1.43%	0.93%	0.95%	0.52%	1.23%	0.44%	1.12%					
37	"20. ""Политическая партия ""Единая Россия"""	18890	227	308	262	231	227	241	397	278	198	165	205	261	322	238	220	206	229	228	213	309	272	305	342	329	368	324	274	282	278	260	369	230	261	340	265	276	234	311	223	121	163	151	224	264	292	246	232	254	334	224	264	267	284	238	235	235	305	226	205	130	57	59	368	411	295	328	274	298	260	220	82	836					
		26.90%	27.21%	28.15%	27.01%	33.09%	27.78%	26.36%	33.53%	23.30%	25.95%	24.55%	25.18%	27.21%	29.56%	25.98%	27.56%	23.92%	28.37%	22.93%	24.97%	28.24%	27.01%	24.49%	25.79%	26.29%	29.51%	28.90%	23.12%	23.93%	24.55%	25.0%	28.60%	24.03%	25.26%	26.94%	23.28%	27.49%	27.11%	24.54%	22.87%	22.70%	22.54%	27.40%	28.07%	27.02%	26.81%	25.20%	22.70%	26.07%	27.39%	23.65%	26.4%	26.40%	27.68%	23.96%	26.64%	23.31%	27.45%	25.91%	28.51%	16.08%	19.25%	19.09%	26.43%	27.12%	30.34%	31.47%	28.48%	25.77%	27.13%	24.74%	36.60%	58.79%					
38	"21. ""Российская Конституционно-демократическая партия"""	82	0	1	1	2	0	4	2	1	0	0	1	0	1	0	0	3	0	2	0	3	0	1	0	2	0	0	2	1	1	2	0	2	4	1	2	1	0	2	1	2	1	0	0	3	0	2	1	1	1	1	0	0	0	1	2	4	4	2	2	1	0	0	1	1	0	0	0	3	2	2	1	1					
		0.11%	0.0%	0.09%	0.10%	0.28%	0.0%	0.43%	0.16%	0.08%	0.0%	0.0%	0.12%	0.0%	0.09%	0.0%	0.0%	0.34%	0.0%	0.20%	0.0%	0.27%	0.0%	0.08%	0.0%	0.15%	0.0%	0.0%	0.16%	0.08%	0.08%	0.19%	0.0%	0.20%	0.38%	0.07%	0.17%	0.09%	0.0%	0.15%	0.10%	0.37%	0.13%	0.0%	0.0%	0.30%	0.0%	0.20%	0.09%	0.10%	0.08%	0.10%	0.0%	0.0%	0.0%	0.10%	0.22%	0.39%	0.36%	0.22%	0.27%	0.12%	0.0%	0.0%	0.07%	0.06%	0.0%	0.0%	0.0%	0.25%	0.20%	0.22%	0.44%	0.07%					
39	"22. ""Развитие предпринимательства"""	228	1	7	4	3	1	4	3	5	2	2	3	7	0	2	1	7	1	2	3	2	6	6	2	2	0	2	5	9	2	3	0	8	7	3	1	6	3	4	2	3	0	2	0	1	2	5	5	5	2	5	3	1	2	3	1	4	6	3	1	1	1	1	2	8	3	4	5	5	5	2	2	4					
		0.32%	0.11%	0.63%	0.41%	0.42%	0.12%	0.43%	0.25%	0.41%	0.26%	0.29%	0.36%	0.72%	0.0%	0.21%	0.12%	0.81%	0.12%	0.20%	0.35%	0.18%	0.59%	0.48%	0.15%	0.15%	0.0%	0.17%	0.42%	0.76%	0.17%	0.28%	0.0%	0.83%	0.67%	0.23%	0.08%	0.59%	0.34%	0.31%	0.20%	0.56%	0.0%	0.36%	0.0%	0.10%	0.18%	0.51%	0.48%	0.51%	0.16%	0.52%	0.3%	0.09%	0.19%	0.30%	0.11%	0.39%	0.54%	0.34%	0.13%	0.12%	0.33%	0.32%	0.14%	0.52%	0.30%	0.38%	0.51%	0.43%	0.52%	0.22%	0.89%	0.28%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	7571	100	152	115	52	89	85	104	148	75	69	97	111	114	122	94	110	89	120	104	128	128	163	188	160	134	101	128	153	125	101	137	121	138	152	125	99	88	113	95	62	86	60	84	124	110	90	101	119	128	104	113	103	99	107	80	110	118	83	102	72	38	51	134	155	101	69	66	88	109	75	20	83					
		10.78%	11.99%	13.89%	11.85%	7.44%	10.89%	9.29%	8.78%	12.40%	9.82%	10.26%	11.91%	11.57%	10.46%	13.31%	11.77%	12.77%	11.02%	12.07%	12.19%	11.70%	12.71%	13.09%	14.17%	12.78%	10.74%	9.00%	10.80%	12.98%	11.04%	9.71%	10.62%	12.64%	13.35%	12.04%	10.98%	9.86%	10.19%	8.91%	9.74%	11.63%	11.89%	10.88%	10.52%	12.69%	10.10%	9.22%	9.88%	12.21%	10.50%	10.98%	11.3%	10.18%	9.64%	10.77%	9.07%	10.91%	10.62%	9.51%	14.18%	8.91%	12.83%	16.50%	9.62%	10.23%	10.39%	6.62%	6.86%	7.61%	11.37%	8.43%	8.92%	5.83%					
																																																																															
41	Против всех	4688	50	76	57	46	48	74	68	90	53	39	62	67	60	68	51	45	62	60	68	83	75	93	96	79	66	68	94	76	47	70	70	60	49	70	75	76	37	82	68	38	45	50	47	55	70	75	64	65	76	75	64	68	65	83	60	65	80	74	59	44	34	13	103	90	60	74	79	86	69	65	17	98					
		6.67%	5.99%	6.94%	5.87%	6.59%	5.87%	8.09%	5.74%	7.54%	6.94%	5.80%	7.61%	6.98%	5.50%	7.42%	6.39%	5.22%	7.68%	6.03%	7.97%	7.58%	7.44%	7.46%	7.23%	6.31%	5.29%	6.06%	7.93%	6.45%	4.15%	6.73%	5.42%	6.26%	4.74%	5.54%	6.59%	7.56%	4.28%	6.47%	6.97%	7.12%	6.22%	9.07%	5.88%	5.62%	6.42%	7.68%	6.26%	6.67%	6.23%	7.91%	6.4%	6.72%	6.33%	8.35%	6.80%	6.44%	7.20%	8.48%	8.20%	5.44%	11.48%	4.20%	7.39%	5.94%	6.17%	7.10%	8.21%	7.43%	7.20%	7.31%	7.58%	6.89%					
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
