Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																					
Дата голосования: 07.12.2003 0:00:00																																																																					
																																																																					
Наименование Избирательной комиссии:    Курская																																																																					
																																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																					
																																																																					
		Сумма	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653					
		0.25%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.33%	0.8%	0.42%	0.35%	0.0%	0.42%	0.29%	0.0%	0.0%	0.62%	0.37%	0.0%	0.53%	0.39%	0.0%	0.44%	0.43%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.99%	0.0%	0.0%	0.29%	0.25%	0.64%	0.0%	0.43%	0.21%	0.0%	0.0%	0.41%	0.26%	0.0%	2.56%	0.45%	0.0%	0.46%	0.0%	0.0%	0.0%	0.71%	0.61%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.89%	0.0%	0.10%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2794	35	116	24	28	21	46	51	18	25	33	25	108	100	24	21	86	60	19	65	75	28	17	43	83	56	20	52	101	19	13	65	25	38	30	56	123	13	65	35	22	15	48	98	56	10	16	7	66	47	33	8	22	46	54	77	23	67	37	73	22	26	59					
		11.97%	16.20%	18.35%	13.04%	12.96%	16.27%	24.33%	17.0%	14.4%	10.59%	11.66%	16.12%	11.36%	14.64%	8.98%	9.76%	10.68%	11.23%	6.08%	6.90%	4.87%	12.28%	7.52%	18.61%	14.26%	17.55%	17.85%	17.10%	11.60%	10.10%	9.42%	21.59%	23.14%	12.92%	8.95%	14.07%	15.78%	7.78%	28.38%	7.47%	11.05%	8.98%	19.83%	13.04%	11.83%	12.82%	7.20%	5.78%	10.24%	8.42%	13.25%	7.69%	15.71%	28.39%	10.69%	19.59%	8.18%	14.25%	8.54%	11.96%	19.64%	8.69%	6.33%					
																																																																					
41	Против всех	1373	8	29	7	21	9	5	14	5	12	15	12	27	56	24	14	53	43	35	62	98	2	5	12	29	19	7	30	56	6	7	17	1	16	20	26	50	16	16	31	13	0	5	42	25	4	9	2	38	24	9	3	7	2	33	10	20	28	28	61	3	22	70					
		5.88%	3.70%	4.58%	3.80%	9.72%	6.97%	2.64%	4.66%	4.0%	5.08%	5.30%	7.74%	2.84%	8.19%	8.98%	6.51%	6.58%	8.05%	11.21%	6.58%	6.37%	0.87%	2.21%	5.19%	4.98%	5.95%	6.24%	9.86%	6.43%	3.19%	5.07%	5.64%	0.92%	5.44%	5.97%	6.53%	6.41%	9.58%	6.98%	6.62%	6.53%	0.0%	2.06%	5.59%	5.28%	5.12%	4.05%	1.65%	5.90%	4.30%	3.61%	2.88%	4.99%	1.23%	6.53%	2.54%	7.11%	5.95%	6.46%	10.0%	2.67%	7.35%	7.51%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
