Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																												
Дата голосования: 07.12.2003 0:00:00																																																																												
																																																																												
"Наименование Избирательной комиссии:    Уфа, Орджоникидзевская"																																																																												
																																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																												
																																																																												
		Сумма	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337					
		2.21%	1.93%	1.38%	2.75%	2.04%	1.70%	1.98%	1.78%	2.13%	2.26%	1.46%	1.41%	2.99%	2.58%	2.37%	2.72%	1.79%	1.92%	1.98%	3.31%	2.87%	2.13%	1.18%	2.08%	1.33%	1.71%	1.08%	2.04%	2.69%	1.43%	1.08%	1.89%	2.37%	1.70%	2.20%	2.49%	2.22%	2.74%	2.91%	2.44%	2.67%	2.98%	2.46%	2.26%	2.75%	2.65%	3.09%	2.65%	2.39%	2.57%	2.84%	2.87%	3.00%	2.15%	0.07%	2.38%	2.60%	2.65%	2.56%	2.25%	1.87%	1.81%	2.92%	1.25%	2.40%	8.13%	4.09%	3.57%	3.44%	5.0%					
37	"20. ""Политическая партия ""Единая Россия"""	32448	859	727	568	473	402	528	529	458	415	679	666	399	495	510	471	559	525	545	513	684	402	520	522	989	435	546	862	519	198	256	334	418	729	410	610	451	367	526	438	565	482	456	464	477	558	453	445	475	479	411	412	586	389	428	537	528	641	423	541	536	578	455	198	55	41	143	102	20	33					
		31.50%	31.99%	30.61%	29.52%	28.45%	28.53%	29.13%	30.47%	28.75%	26.11%	30.20%	29.45%	28.45%	31.25%	28.19%	26.71%	29.45%	32.54%	30.89%	32.69%	32.18%	30.66%	26.72%	29.44%	41.10%	31.02%	26.96%	32.57%	30.38%	31.57%	39.62%	45.19%	29.23%	31.06%	30.19%	28.22%	30.47%	27.97%	34.90%	31.48%	33.53%	30.62%	29.53%	29.23%	34.59%	30.87%	35.03%	33.76%	32.48%	31.65%	30.76%	31.98%	33.27%	30.99%	30.35%	34.66%	33.56%	34.02%	33.86%	33.02%	30.52%	34.92%	31.70%	62.26%	66.26%	47.67%	65.0%	45.53%	68.96%	82.5%					
38	"21. ""Российская Конституционно-демократическая партия"""	198	5	6	5	1	0	2	1	2	4	4	5	4	3	1	4	5	2	4	1	3	1	2	3	3	4	4	5	5	2	0	2	2	2	3	3	2	0	2	2	1	3	4	4	6	7	4	2	7	1	0	1	2	5	5	3	13	4	2	4	6	4	1	0	0	0	0	0	0	0					
		0.19%	0.18%	0.25%	0.25%	0.06%	0.0%	0.11%	0.05%	0.12%	0.25%	0.17%	0.22%	0.28%	0.18%	0.05%	0.22%	0.26%	0.12%	0.22%	0.06%	0.14%	0.07%	0.10%	0.16%	0.12%	0.28%	0.19%	0.18%	0.29%	0.31%	0.0%	0.27%	0.13%	0.08%	0.22%	0.13%	0.13%	0.0%	0.13%	0.14%	0.05%	0.19%	0.25%	0.25%	0.43%	0.38%	0.30%	0.15%	0.47%	0.06%	0.0%	0.07%	0.11%	0.39%	0.35%	0.19%	0.82%	0.21%	0.16%	0.24%	0.34%	0.24%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	495	13	16	8	7	5	10	13	10	5	9	10	5	10	10	8	12	9	18	1	19	6	7	9	19	4	17	8	8	4	3	3	12	7	8	9	17	3	9	10	6	8	9	10	8	7	3	4	3	11	8	3	5	8	2	6	0	7	6	8	2	4	4	0	1	0	0	1	0	0					
		0.48%	0.48%	0.67%	0.41%	0.42%	0.35%	0.55%	0.74%	0.62%	0.31%	0.40%	0.44%	0.35%	0.63%	0.55%	0.45%	0.63%	0.55%	1.02%	0.06%	0.89%	0.45%	0.35%	0.50%	0.78%	0.28%	0.83%	0.30%	0.46%	0.63%	0.46%	0.40%	0.83%	0.29%	0.58%	0.41%	1.14%	0.22%	0.59%	0.71%	0.35%	0.50%	0.58%	0.63%	0.58%	0.38%	0.23%	0.30%	0.20%	0.72%	0.59%	0.23%	0.28%	0.63%	0.14%	0.38%	0.0%	0.37%	0.48%	0.48%	0.11%	0.24%	0.27%	0.0%	1.20%	0.0%	0.0%	0.44%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	9375	236	198	162	157	150	177	204	158	153	250	189	122	156	176	182	171	144	140	170	229	163	196	167	123	116	167	211	130	49	19	80	76	195	103	194	139	124	117	140	122	162	114	151	148	183	102	131	141	165	135	105	163	95	152	129	139	204	139	131	173	175	133	12	4	9	9	16	0	0					
		9.10%	8.78%	8.33%	8.41%	9.44%	10.64%	9.76%	11.75%	9.91%	9.62%	11.12%	8.35%	8.70%	9.84%	9.72%	10.32%	9.00%	8.92%	7.93%	10.83%	10.77%	12.43%	10.07%	9.41%	5.11%	8.27%	8.24%	7.97%	7.61%	7.81%	2.94%	10.82%	5.31%	8.30%	7.58%	8.97%	9.39%	9.45%	7.76%	10.06%	7.24%	10.29%	7.38%	9.51%	10.73%	10.12%	7.88%	9.93%	9.64%	10.90%	10.10%	8.15%	9.25%	7.56%	10.78%	8.32%	8.83%	10.82%	11.12%	7.99%	9.85%	10.57%	9.26%	3.77%	4.81%	10.46%	4.09%	7.14%	0.0%	0.0%					
																																																																												
41	Против всех	3430	100	71	63	52	36	68	64	43	59	55	74	54	44	42	46	48	62	83	51	101	17	64	74	123	72	58	86	62	24	18	23	40	69	33	72	49	57	38	35	63	54	46	48	43	80	55	45	54	34	66	49	52	51	40	41	58	44	35	48	59	63	48	11	0	2	2	8	0	1					
		3.33%	3.72%	2.98%	3.27%	3.12%	2.55%	3.75%	3.68%	2.69%	3.71%	2.44%	3.27%	3.85%	2.77%	2.32%	2.60%	2.52%	3.84%	4.70%	3.25%	4.75%	1.29%	3.28%	4.17%	5.11%	5.13%	2.86%	3.25%	3.62%	3.82%	2.78%	3.11%	2.79%	2.93%	2.43%	3.33%	3.31%	4.34%	2.52%	2.51%	3.73%	3.43%	2.97%	3.02%	3.11%	4.42%	4.25%	3.41%	3.69%	2.24%	4.94%	3.80%	2.95%	4.06%	2.83%	2.64%	3.68%	2.33%	2.80%	2.93%	3.35%	3.80%	3.34%	3.45%	0.0%	2.32%	0.90%	3.57%	0.0%	2.5%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
