Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																
Дата голосования: 07.12.2003 0:00:00																																																																																
																																																																																
Наименование Избирательной комиссии:    Тюкалинская																																																																																
																																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																
																																																																																
		Сумма	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100					
		14.56%	12.48%	16.66%	19.47%	14.60%	8.57%	12.98%	14.16%	18.10%	18.00%	0.0%	10.44%	10.44%	12.43%	7.04%	15.31%	13.72%	11.65%	7.40%	8.22%	15.42%	30.18%	40.13%	15.75%	2.53%	2.73%	28.57%	1.58%	31.57%	14.75%	5.26%	18.86%	15.86%	12.12%	19.60%	6.34%	17.39%	16.88%	14.62%	21.05%	8.69%	2.12%	9.32%	16.25%	6.32%	7.14%	14.91%	5.26%	13.13%	8.53%	28.57%	28.57%	7.01%	11.22%	2.53%	27.39%	15.74%	12.98%	18.68%	15.60%	16.04%	15.63%	11.11%	16.66%	17.42%	12.30%	3.03%	30.76%	15.61%	26.31%	9.85%	16.66%	13.13%	17.44%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	236	12	12	6	11	13	1	7	9	2	2	3	0	1	5	2	0	3	0	4	8	1	1	5	1	6	0	3	0	2	2	2	4	0	0	0	0	0	4	0	0	2	2	5	0	6	3	0	3	11	2	0	2	9	1	1	2	2	16	3	2	9	0	0	5	0	1	3	11	0	0	0	3	0					
		1.64%	1.33%	1.58%	1.44%	1.23%	1.88%	0.43%	1.15%	1.85%	0.48%	3.22%	4.47%	0.0%	0.49%	7.04%	0.95%	0.0%	2.91%	0.0%	1.31%	3.98%	1.88%	0.65%	1.60%	1.26%	8.21%	0.0%	4.76%	0.0%	0.54%	1.50%	1.88%	1.07%	0.0%	0.0%	0.0%	0.0%	0.0%	1.19%	0.0%	0.0%	4.25%	1.69%	1.76%	0.0%	10.71%	1.31%	0.0%	3.03%	2.68%	3.17%	0.0%	3.50%	2.34%	1.26%	1.36%	1.85%	2.59%	2.62%	0.79%	2.46%	1.54%	0.0%	0.0%	1.89%	0.0%	3.03%	5.76%	3.65%	0.0%	0.0%	0.0%	2.18%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	5061	336	260	181	361	302	110	218	168	152	14	14	43	52	38	70	11	48	13	105	83	27	38	92	17	32	17	22	9	129	50	24	92	7	19	42	11	36	127	18	8	24	65	93	37	23	50	5	32	180	11	14	27	135	49	18	17	16	201	95	7	140	13	11	91	36	10	9	100	7	32	14	73	30					
		35.22%	37.45%	34.39%	43.50%	40.56%	43.89%	47.61%	35.91%	34.56%	36.98%	22.58%	20.89%	64.17%	25.87%	53.52%	33.49%	21.56%	46.60%	48.14%	34.53%	41.29%	50.94%	25.0%	29.58%	21.51%	43.83%	20.23%	34.92%	23.68%	35.24%	37.59%	22.64%	24.73%	21.21%	37.25%	66.66%	23.91%	46.75%	37.91%	31.57%	34.78%	51.06%	55.08%	32.86%	46.83%	41.07%	21.92%	8.77%	32.32%	43.90%	17.46%	28.57%	47.36%	35.24%	62.02%	24.65%	15.74%	20.77%	32.95%	25.13%	8.64%	24.05%	14.44%	36.66%	34.46%	55.38%	30.30%	17.30%	33.22%	18.42%	45.07%	58.33%	53.28%	34.88%					
38	"21. ""Российская Конституционно-демократическая партия"""	34	3	1	0	4	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	3	0	0	0	0	2	0	0	1	0	0	3	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0					
		0.23%	0.33%	0.13%	0.0%	0.44%	0.14%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.94%	0.26%	0.0%	3.92%	0.0%	0.0%	0.0%	0.89%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.43%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.52%	0.0%	1.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	3.03%	0.0%	0.33%	0.0%	1.40%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	18	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0					
		0.12%	0.0%	0.13%	0.0%	0.11%	0.14%	0.0%	0.0%	0.0%	0.0%	1.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.63%	0.54%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	1.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.11%	0.0%	0.0%	0.0%	3.03%	0.0%	0.66%	0.0%	1.40%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2891	215	144	52	169	132	37	139	80	42	15	23	9	32	10	29	10	14	3	88	25	3	22	76	43	15	26	5	4	73	19	24	94	13	13	8	20	9	77	16	3	13	5	55	18	8	42	4	30	75	13	7	15	102	13	12	33	15	68	92	20	209	42	6	39	5	11	9	51	13	19	0	9	7					
		20.12%	23.96%	19.04%	12.5%	18.98%	19.18%	16.01%	22.89%	16.46%	10.21%	24.19%	34.32%	13.43%	15.92%	14.08%	13.87%	19.60%	13.59%	11.11%	28.94%	12.43%	5.66%	14.47%	24.43%	54.43%	20.54%	30.95%	7.93%	10.52%	19.94%	14.28%	22.64%	25.26%	39.39%	25.49%	12.69%	43.47%	11.68%	22.98%	28.07%	13.04%	27.65%	4.23%	19.43%	22.78%	14.28%	18.42%	7.01%	30.30%	18.29%	20.63%	14.28%	26.31%	26.63%	16.45%	16.43%	30.55%	19.48%	11.14%	24.33%	24.69%	35.91%	46.66%	20.0%	14.77%	7.69%	33.33%	17.30%	16.94%	34.21%	26.76%	0.0%	6.56%	8.13%					
																																																																																
41	Против всех	444	11	41	7	34	26	3	17	13	19	4	1	0	2	1	10	3	2	3	7	6	0	2	6	1	1	0	4	1	6	6	3	12	2	1	2	1	5	9	2	1	1	2	7	0	2	5	1	1	5	1	1	2	3	1	5	7	9	28	18	7	17	8	3	10	5	0	1	12	0	1	0	2	4					
		3.09%	1.22%	5.42%	1.68%	3.82%	3.77%	1.29%	2.80%	2.67%	4.62%	6.45%	1.49%	0.0%	0.99%	1.40%	4.78%	5.88%	1.94%	11.11%	2.30%	2.98%	0.0%	1.31%	1.92%	1.26%	1.36%	0.0%	6.34%	2.63%	1.63%	4.51%	2.83%	3.22%	6.06%	1.96%	3.17%	2.17%	6.49%	2.68%	3.50%	4.34%	2.12%	1.69%	2.47%	0.0%	3.57%	2.19%	1.75%	1.01%	1.21%	1.58%	2.04%	3.50%	0.78%	1.26%	6.84%	6.48%	11.68%	4.59%	4.76%	8.64%	2.92%	8.88%	10.0%	3.78%	7.69%	0.0%	1.92%	3.98%	0.0%	1.40%	0.0%	1.45%	4.65%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
