Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																
Дата голосования: 07.12.2003 0:00:00																																																																																
																																																																																
"Наименование Избирательной комиссии:    Воронеж, Советская"																																																																																
																																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																
																																																																																
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373					
35	"18. ""ЛДПР"""	8207	159	158	224	204	174	141	109	146	122	145	107	144	127	90	152	101	61	101	103	100	0	143	137	96	183	142	126	132	105	182	93	83	133	150	130	183	31	140	107	151	106	90	7	98	126	161	124	78	67	122	146	139	122	87	103	122	142	91	68	83	132	121	106	155	80	147	143	115	0	1	3	0	7					
		11.17%	12.81%	13.26%	15.53%	14.97%	16.21%	10.93%	12.77%	11.93%	13.16%	12.5%	8.70%	10.48%	11.04%	10.90%	12.59%	9.14%	8.82%	10.52%	7.27%	8.88%	0.0%	13.17%	15.60%	8.83%	13.98%	10.43%	8.57%	10.57%	9.97%	13.72%	10.44%	8.92%	11.23%	10.45%	9.20%	11.47%	11.87%	10.97%	8.14%	10.69%	11.27%	10.04%	35.0%	9.12%	9.26%	12.47%	9.06%	10.34%	9.91%	10.12%	10.13%	10.17%	10.59%	13.87%	9.09%	9.98%	11.69%	7.85%	8.19%	6.92%	14.98%	13.16%	16.33%	13.98%	14.33%	11.48%	15.45%	16.71%	0.0%	8.33%	15.78%	0.0%	10.44%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1266	18	26	22	27	25	36	19	19	23	19	21	29	14	22	22	22	14	22	20	22	0	15	20	15	25	7	24	18	15	17	14	17	16	20	22	25	9	12	27	37	10	16	0	28	27	9	23	15	10	17	17	28	20	21	24	24	24	12	11	16	11	10	6	10	12	22	32	10	2	0	0	1	1					
		1.72%	1.45%	2.18%	1.52%	1.98%	2.32%	2.79%	2.22%	1.55%	2.48%	1.63%	1.70%	2.11%	1.21%	2.66%	1.82%	1.99%	2.02%	2.29%	1.41%	1.95%	0.0%	1.38%	2.27%	1.38%	1.90%	0.51%	1.63%	1.44%	1.42%	1.28%	1.57%	1.82%	1.35%	1.39%	1.55%	1.56%	3.44%	0.94%	2.05%	2.62%	1.06%	1.78%	0.0%	2.60%	1.98%	0.69%	1.68%	1.98%	1.47%	1.41%	1.17%	2.04%	1.73%	3.34%	2.12%	1.96%	1.97%	1.03%	1.32%	1.33%	1.24%	1.08%	0.92%	0.90%	2.15%	1.71%	3.45%	1.45%	40.0%	0.0%	0.0%	11.11%	1.49%					
37	"20. ""Политическая партия ""Единая Россия"""	16176	283	262	299	289	210	329	201	275	188	282	304	337	270	214	273	289	158	232	363	251	1	224	204	194	288	252	282	249	222	230	195	195	266	267	360	318	71	236	266	279	192	195	5	197	255	242	284	175	157	278	279	321	259	131	271	260	278	234	169	259	204	232	158	298	198	328	212	145	1	5	4	5	37					
		22.03%	22.80%	21.99%	20.73%	21.21%	19.57%	25.52%	23.56%	22.48%	20.28%	24.31%	24.73%	24.54%	23.47%	25.93%	22.61%	26.15%	22.86%	24.16%	25.65%	22.29%	50.0%	20.64%	23.23%	17.86%	22.00%	18.51%	19.18%	19.95%	21.08%	17.34%	21.91%	20.96%	22.46%	18.60%	25.47%	19.93%	27.20%	18.49%	20.24%	19.75%	20.42%	21.76%	25.0%	18.34%	18.75%	18.74%	20.76%	23.20%	23.22%	23.07%	19.36%	23.49%	22.48%	20.89%	23.93%	21.27%	22.89%	20.18%	20.36%	21.61%	23.15%	25.24%	24.34%	26.89%	35.48%	25.62%	22.91%	21.07%	20.0%	41.66%	21.05%	55.55%	55.22%					
38	"21. ""Российская Конституционно-демократическая партия"""	90	0	3	1	1	1	1	0	1	3	0	3	3	0	2	3	4	2	2	5	1	0	0	2	2	1	1	0	0	1	0	1	2	2	2	1	1	0	2	0	0	2	0	0	3	1	1	1	2	1	1	0	2	1	0	1	0	2	2	2	0	1	1	1	3	2	0	4	2	0	0	0	0	0					
		0.12%	0.0%	0.25%	0.06%	0.07%	0.09%	0.07%	0.0%	0.08%	0.32%	0.0%	0.24%	0.21%	0.0%	0.24%	0.24%	0.36%	0.28%	0.20%	0.35%	0.08%	0.0%	0.0%	0.22%	0.18%	0.07%	0.07%	0.0%	0.0%	0.09%	0.0%	0.11%	0.21%	0.16%	0.13%	0.07%	0.06%	0.0%	0.15%	0.0%	0.0%	0.21%	0.0%	0.0%	0.27%	0.07%	0.07%	0.07%	0.26%	0.14%	0.08%	0.0%	0.14%	0.08%	0.0%	0.08%	0.0%	0.16%	0.17%	0.24%	0.0%	0.11%	0.10%	0.15%	0.27%	0.35%	0.0%	0.43%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	208	6	3	2	3	2	8	4	2	1	2	1	3	3	2	4	3	2	0	4	2	0	3	3	2	3	4	3	1	6	0	3	1	1	5	7	4	1	2	0	5	1	4	0	2	3	5	8	1	3	5	7	7	1	4	3	3	3	2	4	3	4	1	0	5	1	10	4	3	0	0	0	0	0					
		0.28%	0.48%	0.25%	0.13%	0.22%	0.18%	0.62%	0.46%	0.16%	0.10%	0.17%	0.08%	0.21%	0.26%	0.24%	0.33%	0.27%	0.28%	0.0%	0.28%	0.17%	0.0%	0.27%	0.34%	0.18%	0.22%	0.29%	0.20%	0.08%	0.56%	0.0%	0.33%	0.10%	0.08%	0.34%	0.49%	0.25%	0.38%	0.15%	0.0%	0.35%	0.10%	0.44%	0.0%	0.18%	0.22%	0.38%	0.58%	0.13%	0.44%	0.41%	0.48%	0.51%	0.08%	0.63%	0.26%	0.24%	0.24%	0.17%	0.48%	0.25%	0.45%	0.10%	0.0%	0.45%	0.17%	0.78%	0.43%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	12956	262	183	235	191	172	222	136	249	170	210	238	216	218	156	228	216	137	151	244	189	0	189	125	188	197	244	317	257	201	251	133	172	229	221	240	262	45	255	241	262	160	174	2	174	221	258	265	124	103	280	274	245	236	77	207	278	241	257	156	254	141	153	60	112	83	173	106	82	0	1	3	1	3					
		17.64%	21.11%	15.36%	16.29%	14.02%	16.02%	17.22%	15.94%	20.35%	18.33%	18.10%	19.36%	15.73%	18.95%	18.90%	18.88%	19.54%	19.82%	15.72%	17.24%	16.78%	0.0%	17.41%	14.23%	17.31%	15.04%	17.92%	21.56%	20.59%	19.08%	18.92%	14.94%	18.49%	19.34%	15.40%	16.98%	16.42%	17.24%	19.98%	18.34%	18.55%	17.02%	19.41%	10.0%	16.20%	16.25%	19.98%	19.37%	16.44%	15.23%	23.23%	19.01%	17.93%	20.48%	12.28%	18.28%	22.74%	19.85%	22.17%	18.79%	21.20%	16.00%	16.64%	9.24%	10.10%	14.87%	13.51%	11.45%	11.91%	0.0%	8.33%	15.78%	11.11%	4.47%					
																																																																																
41	Против всех	4290	65	89	84	91	87	63	51	71	50	78	56	76	54	38	56	52	27	57	64	77	0	61	73	78	78	71	61	85	56	73	58	50	88	101	74	95	21	80	86	94	63	52	0	53	88	79	67	41	27	60	91	97	50	42	58	54	75	60	50	63	64	45	45	100	26	63	51	53	0	1	1	0	2					
		5.84%	5.23%	7.47%	5.82%	6.68%	8.10%	4.88%	5.97%	5.80%	5.39%	6.72%	4.55%	5.53%	4.69%	4.60%	4.63%	4.70%	3.90%	5.93%	4.52%	6.83%	0.0%	5.62%	8.31%	7.18%	5.95%	5.21%	4.14%	6.81%	5.31%	5.50%	6.51%	5.37%	7.43%	7.03%	5.23%	5.95%	8.04%	6.26%	6.54%	6.65%	6.70%	5.80%	0.0%	4.93%	6.47%	6.11%	4.89%	5.43%	3.99%	4.97%	6.31%	7.10%	4.34%	6.69%	5.12%	4.41%	6.17%	5.17%	6.02%	5.25%	7.26%	4.89%	6.93%	9.02%	4.65%	4.92%	5.51%	7.70%	0.0%	8.33%	5.26%	0.0%	2.98%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
