Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																							
Дата голосования: 07.12.2003 0:00:00																																																																							
																																																																							
Наименование Избирательной комиссии:    Зианчуринская																																																																							
																																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																							
																																																																							
		Сумма	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280					
		0.24%	0.41%	0.0%	0.0%	0.71%	0.0%	0.86%	0.0%	0.0%	1.10%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.47%	0.61%	0.0%	0.0%	0.0%	0.60%	0.0%	0.34%	1.23%	0.0%	0.0%	1.04%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.10%	0.32%	0.83%	0.24%	0.0%	0.0%	0.0%	0.33%	0.69%	0.0%	0.0%	0.36%	0.0%	0.0%	0.42%	0.99%	1.14%	0.33%	0.0%	0.0%	0.0%	0.0%	0.27%					
39	"22. ""Развитие предпринимательства"""	29	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	4	0	0	0	0	0	0	0	1	0	0	0	3	1	2	0	2	0	0	1					
		0.16%	0.13%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.46%	0.0%	0.0%	0.0%	0.47%	0.61%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.75%	0.64%	0.0%	0.0%	0.0%	0.09%	0.10%	0.16%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	1.49%	1.14%	0.33%	0.0%	3.22%	0.0%	0.0%	0.13%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1537	62	1	4	11	9	16	18	7	17	3	7	13	4	82	25	4	3	14	61	17	1	26	6	31	14	30	1	16	14	3	19	22	4	11	8	13	8	3	9	13	113	86	65	8	145	7	31	1	30	4	7	24	41	13	37	33	20	20	93	7	8	7	6	101					
		8.64%	8.67%	0.85%	4.44%	3.94%	3.27%	13.79%	14.87%	7.86%	6.24%	3.52%	4.99%	6.5%	2.75%	10.03%	11.68%	1.77%	4.16%	6.57%	14.59%	10.49%	1.61%	6.75%	13.95%	9.45%	9.85%	10.27%	1.23%	10.06%	3.67%	1.57%	6.18%	7.43%	2.42%	6.70%	4.62%	9.77%	5.19%	2.83%	7.14%	6.25%	10.62%	8.88%	10.58%	6.66%	11.84%	7.21%	7.09%	4.0%	10.06%	2.77%	7.21%	5.72%	7.44%	9.62%	7.64%	6.99%	9.95%	22.98%	15.63%	5.69%	12.90%	7.77%	8.21%	13.76%					
																																																																							
41	Против всех	328	19	3	0	2	2	1	2	2	4	0	0	4	1	19	2	6	0	7	13	2	3	4	0	3	3	4	0	3	5	2	1	7	0	3	0	6	6	5	6	6	29	19	16	1	33	1	13	1	5	2	0	9	11	1	4	8	3	1	6	0	0	0	0	9					
		1.84%	2.65%	2.56%	0.0%	0.71%	0.72%	0.86%	1.65%	2.24%	1.47%	0.0%	0.0%	2.0%	0.68%	2.32%	0.93%	2.66%	0.0%	3.28%	3.11%	1.23%	4.83%	1.03%	0.0%	0.91%	2.11%	1.36%	0.0%	1.88%	1.31%	1.04%	0.32%	2.36%	0.0%	1.82%	0.0%	4.51%	3.89%	4.71%	4.76%	2.88%	2.72%	1.96%	2.60%	0.83%	2.69%	1.03%	2.97%	4.0%	1.67%	1.38%	0.0%	2.14%	1.99%	0.74%	0.82%	1.69%	1.49%	1.14%	1.00%	0.0%	0.0%	0.0%	0.0%	1.22%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
