Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																							
Дата голосования: 07.12.2003 0:00:00																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Туймазинская																																																																																							
																																																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																							
																																																																																							
		Сумма	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360					
		7.45%	9.41%	7.73%	9.62%	7.43%	8.94%	8.92%	3.25%	10.85%	10.78%	8.77%	9.19%	8.36%	9.82%	10.28%	9.12%	3.33%	9.65%	10.09%	10.15%	9.47%	10.14%	9.09%	11.49%	10.16%	6.74%	6.64%	6.94%	8.49%	7.25%	6.78%	7.48%	8.09%	6.71%	5.83%	3.43%	1.83%	8.16%	4.78%	2.99%	5.87%	3.04%	3.00%	7.02%	7.15%	4.23%	4.14%	5.38%	3.27%	3.51%	1.66%	3.98%	3.86%	2.05%	3.94%	2.39%	6.11%	2.68%	4.55%	3.38%	3.38%	5.42%	2.80%	4.07%	2.84%	4.84%	8.71%	4.09%	7.63%	2.14%	2.41%	2.02%	5.04%	8.52%	4.34%	4.22%	8.07%	3.48%	4.05%	1.33%	1.85%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	525	4	3	5	4	8	11	9	8	11	11	8	6	3	2	13	3	7	5	6	14	5	12	14	5	10	16	14	16	10	16	7	9	11	5	6	9	7	4	6	12	7	2	13	12	1	12	6	3	4	3	7	2	4	3	6	4	2	7	9	3	7	4	7	0	2	9	7	5	4	1	0	5	2	1	2	5	3	2	6	8					
		0.75%	0.23%	0.20%	0.37%	0.30%	0.48%	0.71%	0.61%	0.53%	0.68%	0.67%	0.46%	0.41%	0.29%	0.21%	1.10%	3.33%	0.48%	0.31%	0.39%	0.86%	0.33%	0.82%	0.96%	0.29%	0.68%	1.06%	0.89%	0.99%	0.56%	1.09%	0.37%	0.44%	0.63%	0.26%	1.58%	1.65%	2.85%	0.70%	3.59%	2.51%	2.66%	0.42%	1.94%	1.06%	0.42%	1.65%	1.34%	0.44%	1.56%	0.99%	2.14%	0.55%	1.64%	1.07%	2.05%	0.87%	0.67%	1.27%	2.17%	0.92%	0.80%	0.80%	2.19%	0.0%	0.46%	2.06%	1.06%	0.50%	0.95%	0.80%	0.0%	2.29%	1.55%	0.72%	0.32%	1.75%	1.74%	0.42%	2.00%	3.70%					
35	"18. ""ЛДПР"""	8067	197	212	165	165	196	209	177	215	240	224	254	200	118	125	157	6	178	174	169	201	150	151	165	176	158	157	258	225	242	220	262	272	221	298	14	30	15	61	8	42	17	66	53	125	33	56	32	58	11	15	15	34	12	18	18	39	12	34	54	19	90	40	17	6	28	27	60	118	27	19	10	8	13	9	59	28	9	44	19	8					
		11.60%	11.58%	14.26%	12.21%	12.64%	11.84%	13.61%	12.01%	14.31%	14.86%	13.74%	14.77%	13.70%	11.59%	13.25%	13.39%	6.66%	12.44%	11.04%	11.21%	12.36%	10.01%	10.32%	11.42%	10.45%	10.87%	10.42%	16.43%	14.05%	13.61%	15.07%	14.21%	13.41%	12.78%	15.65%	3.69%	5.50%	6.12%	10.81%	4.79%	8.80%	6.46%	14.16%	7.92%	11.04%	13.98%	7.74%	7.17%	8.63%	4.29%	4.98%	4.60%	9.39%	4.93%	6.45%	6.16%	8.51%	4.02%	6.19%	13.04%	5.84%	10.38%	8.01%	5.32%	3.40%	6.46%	6.19%	9.09%	11.84%	6.44%	15.32%	5.05%	3.66%	10.07%	6.52%	9.57%	9.82%	5.23%	9.38%	6.35%	3.70%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1957	48	35	43	40	46	59	38	36	38	38	49	50	49	22	43	1	39	57	38	39	63	64	27	37	52	56	39	30	59	32	83	79	50	52	8	13	5	10	4	13	8	12	13	34	3	16	6	8	5	9	11	7	4	8	16	14	10	17	12	3	14	15	2	5	16	10	15	19	11	5	4	1	3	0	10	4	2	11	8	2					
		2.81%	2.82%	2.35%	3.18%	3.06%	2.77%	3.84%	2.57%	2.39%	2.35%	2.33%	2.85%	3.42%	4.81%	2.33%	3.66%	1.11%	2.72%	3.61%	2.52%	2.4%	4.20%	4.37%	1.86%	2.19%	3.57%	3.71%	2.48%	1.87%	3.31%	2.19%	4.50%	3.89%	2.89%	2.73%	2.11%	2.38%	2.04%	1.77%	2.39%	2.72%	3.04%	2.57%	1.94%	3.00%	1.27%	2.21%	1.34%	1.19%	1.95%	2.99%	3.37%	1.93%	1.64%	2.86%	5.47%	3.05%	3.35%	3.09%	2.89%	0.92%	1.61%	3.00%	0.62%	2.84%	3.69%	2.29%	2.27%	1.90%	2.62%	4.03%	2.02%	0.45%	2.32%	0.0%	1.62%	1.40%	1.16%	2.34%	2.67%	0.92%					
37	"20. ""Политическая партия ""Единая Россия"""	21270	448	425	426	462	544	460	506	430	467	502	455	416	273	229	371	24	383	413	398	425	424	423	401	475	461	494	350	408	436	382	555	576	507	692	188	268	60	190	66	156	96	134	210	348	98	225	136	395	98	126	107	86	57	103	92	132	68	152	113	124	294	204	119	49	147	81	258	326	217	37	80	89	50	51	287	78	107	161	98	68					
		30.60%	26.35%	28.60%	31.53%	35.40%	32.87%	29.96%	34.35%	28.62%	28.93%	30.79%	26.46%	28.51%	26.81%	24.28%	31.65%	26.66%	26.78%	26.22%	26.41%	26.15%	28.30%	28.93%	27.77%	28.22%	31.72%	32.80%	22.29%	25.48%	24.52%	26.18%	30.11%	28.41%	29.34%	36.36%	49.60%	49.17%	24.48%	33.68%	39.52%	32.70%	36.50%	28.75%	31.39%	30.74%	41.52%	31.12%	30.49%	58.77%	38.28%	41.86%	32.82%	23.75%	23.45%	36.91%	31.50%	28.82%	22.81%	27.68%	27.29%	38.15%	33.91%	40.88%	37.30%	27.84%	33.94%	18.57%	39.09%	32.73%	51.78%	29.83%	40.40%	40.82%	38.75%	36.95%	46.59%	27.36%	62.20%	34.32%	32.77%	31.48%					
38	"21. ""Российская Конституционно-демократическая партия"""	204	3	0	3	2	3	0	1	1	5	1	4	3	1	3	6	1	3	3	3	1	12	7	3	7	2	4	11	5	6	9	5	5	2	4	0	4	1	5	0	3	1	1	1	7	0	3	1	1	2	0	1	1	1	2	2	2	1	0	2	0	1	3	3	1	2	1	2	2	1	0	0	1	1	1	6	1	1	1	0	5					
		0.29%	0.17%	0.0%	0.22%	0.15%	0.18%	0.0%	0.06%	0.06%	0.30%	0.06%	0.23%	0.20%	0.09%	0.31%	0.51%	1.11%	0.20%	0.19%	0.19%	0.06%	0.80%	0.47%	0.20%	0.41%	0.13%	0.26%	0.70%	0.31%	0.33%	0.61%	0.27%	0.24%	0.11%	0.21%	0.0%	0.73%	0.40%	0.88%	0.0%	0.62%	0.38%	0.21%	0.14%	0.61%	0.0%	0.41%	0.22%	0.14%	0.78%	0.0%	0.30%	0.27%	0.41%	0.71%	0.68%	0.43%	0.33%	0.0%	0.48%	0.0%	0.11%	0.60%	0.94%	0.56%	0.46%	0.22%	0.30%	0.20%	0.23%	0.0%	0.0%	0.45%	0.77%	0.72%	0.97%	0.35%	0.58%	0.21%	0.0%	2.31%					
39	"22. ""Развитие предпринимательства"""	399	14	16	11	14	17	5	9	12	7	8	13	13	8	4	5	2	6	9	9	11	5	14	9	11	3	9	3	7	18	10	9	5	17	5	0	1	1	2	0	3	1	4	6	6	1	3	4	1	1	0	0	3	0	2	0	2	3	2	5	1	3	2	0	1	0	0	1	6	2	1	2	0	0	0	0	2	0	7	0	2					
		0.57%	0.82%	1.07%	0.81%	1.07%	1.02%	0.32%	0.61%	0.79%	0.43%	0.49%	0.75%	0.89%	0.78%	0.42%	0.42%	2.22%	0.41%	0.57%	0.59%	0.67%	0.33%	0.95%	0.62%	0.65%	0.20%	0.59%	0.19%	0.43%	1.01%	0.68%	0.48%	0.24%	0.98%	0.26%	0.0%	0.18%	0.40%	0.35%	0.0%	0.62%	0.38%	0.85%	0.89%	0.53%	0.42%	0.41%	0.89%	0.14%	0.39%	0.0%	0.0%	0.82%	0.0%	0.71%	0.0%	0.43%	1.00%	0.36%	1.20%	0.30%	0.34%	0.40%	0.0%	0.56%	0.0%	0.0%	0.15%	0.60%	0.47%	0.80%	1.01%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	1.49%	0.0%	0.92%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	11066	286	222	221	217	221	231	251	223	218	221	230	213	167	204	214	19	241	222	258	237	233	229	243	426	261	268	298	285	350	239	310	371	329	299	32	61	29	133	19	69	47	101	89	144	22	157	72	101	40	27	43	81	47	21	41	53	50	49	45	53	136	62	36	29	56	88	54	130	33	5	23	33	23	14	66	49	5	63	49	29					
		15.92%	16.82%	14.93%	16.35%	16.62%	13.35%	15.04%	17.04%	14.84%	13.50%	13.55%	13.37%	14.59%	16.40%	21.63%	18.25%	21.11%	16.85%	14.09%	17.12%	14.58%	15.55%	15.66%	16.82%	25.31%	17.96%	17.79%	18.98%	17.80%	19.68%	16.38%	16.82%	18.30%	19.03%	15.71%	8.44%	11.19%	11.83%	23.58%	11.37%	14.46%	17.87%	21.67%	13.30%	12.72%	9.32%	21.71%	16.14%	15.02%	15.62%	8.97%	13.19%	22.37%	19.34%	7.52%	14.04%	11.57%	16.77%	8.92%	10.86%	16.30%	15.68%	12.42%	11.28%	16.47%	12.93%	20.18%	8.18%	13.05%	7.87%	4.03%	11.61%	15.13%	17.82%	10.14%	10.71%	17.19%	2.90%	13.43%	16.38%	13.42%					
																																																																																							
41	Против всех	2636	93	64	51	35	68	81	78	52	66	38	88	67	24	25	14	4	75	71	65	80	57	83	54	0	70	47	67	63	89	61	90	102	82	72	10	9	4	15	4	19	9	12	32	44	3	19	18	2	7	5	6	4	13	8	5	28	8	14	0	13	40	7	7	4	11	15	22	47	4	0	7	4	4	5	27	11	2	16	6	10					
		3.79%	5.47%	4.30%	3.77%	2.68%	4.10%	5.27%	5.29%	3.46%	4.08%	2.33%	5.11%	4.59%	2.35%	2.65%	1.19%	4.44%	5.24%	4.50%	4.31%	4.92%	3.80%	5.67%	3.73%	0.0%	4.81%	3.12%	4.26%	3.93%	5.00%	4.18%	4.88%	5.03%	4.74%	3.78%	2.63%	1.65%	1.63%	2.65%	2.39%	3.98%	3.42%	2.57%	4.78%	3.88%	1.27%	2.62%	4.03%	0.29%	2.73%	1.66%	1.84%	1.10%	5.34%	2.86%	1.71%	6.11%	2.68%	2.55%	0.0%	4.0%	4.61%	1.40%	2.19%	2.27%	2.54%	3.44%	3.33%	4.71%	0.95%	0.0%	3.53%	1.83%	3.10%	3.62%	4.38%	3.85%	1.16%	3.41%	2.00%	4.62%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
