Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																									
Дата голосования: 07.12.2003 0:00:00																																																																									
																																																																									
Наименование Избирательной комиссии:    Киселевская городская																																																																									
																																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																									
																																																																									
		Сумма	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431					
38	"21. ""Российская Конституционно-демократическая партия"""	84	0	1	1	4	2	1	1	0	0	2	0	0	1	0	0	1	1	4	0	0	3	0	2	2	0	2	1	0	4	0	4	0	3	1	1	1	2	1	1	2	0	3	1	9	1	0	0	0	1	4	0	1	0	1	0	0	3	0	0	2	1	1	1	2	3	1					
		0.20%	0.0%	0.11%	0.24%	1.23%	0.55%	0.21%	0.36%	0.0%	0.0%	0.31%	0.0%	0.0%	0.09%	0.0%	0.0%	0.14%	0.23%	0.35%	0.0%	0.0%	0.58%	0.0%	0.24%	0.28%	0.0%	0.18%	0.10%	0.0%	0.72%	0.0%	1.19%	0.0%	0.33%	0.29%	0.16%	0.15%	0.19%	0.27%	0.11%	0.25%	0.0%	0.29%	0.08%	0.94%	0.11%	0.0%	0.0%	0.0%	0.22%	0.55%	0.0%	0.21%	0.0%	0.27%	0.0%	0.0%	0.66%	0.0%	0.0%	0.46%	0.17%	0.18%	0.19%	0.36%	0.47%	0.18%					
39	"22. ""Развитие предпринимательства"""	67	3	1	0	2	0	2	0	0	0	2	0	0	3	0	2	1	0	2	1	0	0	0	1	1	2	2	0	0	1	0	0	0	3	1	1	0	0	0	0	1	3	2	2	2	4	1	0	0	1	1	0	2	0	0	0	1	0	2	2	2	1	4	1	0	3	1					
		0.16%	0.56%	0.11%	0.0%	0.61%	0.0%	0.42%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.28%	0.0%	0.24%	0.14%	0.0%	0.17%	0.18%	0.0%	0.0%	0.0%	0.12%	0.14%	0.26%	0.18%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.33%	0.29%	0.16%	0.0%	0.0%	0.0%	0.0%	0.12%	0.28%	0.19%	0.16%	0.20%	0.44%	0.08%	0.0%	0.0%	0.22%	0.13%	0.0%	0.43%	0.0%	0.0%	0.0%	0.32%	0.0%	0.29%	0.46%	0.46%	0.17%	0.73%	0.19%	0.0%	0.47%	0.18%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3461	29	83	41	11	51	57	12	10	32	49	40	48	130	35	75	72	28	104	52	16	26	49	59	77	63	84	74	52	42	25	26	55	62	39	78	75	151	27	82	75	98	100	90	69	64	78	48	18	42	74	14	46	23	27	42	16	34	46	27	39	41	28	39	56	41	65					
		8.55%	5.42%	9.60%	10.19%	3.40%	14.20%	12.17%	4.42%	7.63%	9.81%	7.80%	6.28%	5.41%	12.46%	8.49%	9.19%	10.48%	6.48%	9.24%	9.77%	5.14%	5.04%	9.33%	7.23%	11.06%	8.35%	7.76%	8.05%	7.73%	7.66%	4.48%	7.73%	13.15%	6.93%	11.50%	13.10%	11.46%	14.98%	7.35%	9.77%	9.59%	9.15%	9.92%	7.29%	7.21%	7.12%	6.40%	7.64%	7.96%	9.48%	10.24%	7.40%	10.08%	6.11%	7.41%	8.73%	5.17%	7.50%	6.69%	6.26%	9.02%	7.33%	5.12%	7.61%	10.29%	6.46%	11.71%					
																																																																									
41	Против всех	1421	23	45	19	8	6	19	9	7	11	29	19	27	35	19	30	30	16	42	28	9	9	14	30	48	36	33	37	17	21	27	18	16	16	14	21	14	34	18	39	21	43	41	63	47	40	22	21	7	14	36	0	12	5	2	6	8	5	16	11	10	21	15	14	17	20	11					
		3.51%	4.29%	5.20%	4.72%	2.47%	1.67%	4.05%	3.32%	5.34%	3.37%	4.61%	2.98%	3.04%	3.35%	4.61%	3.67%	4.36%	3.70%	3.73%	5.26%	2.89%	1.74%	2.66%	3.68%	6.89%	4.77%	3.04%	4.02%	2.52%	3.83%	4.83%	5.35%	3.82%	1.78%	4.12%	3.52%	2.14%	3.37%	4.90%	4.64%	2.68%	4.01%	4.06%	5.10%	4.91%	4.45%	1.80%	3.34%	3.09%	3.16%	4.98%	0.0%	2.63%	1.32%	0.54%	1.24%	2.58%	1.10%	2.32%	2.55%	2.31%	3.75%	2.74%	2.73%	3.12%	3.15%	1.98%					
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
