Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																
Дата голосования: 07.12.2003 0:00:00																																																																																
																																																																																
Наименование Избирательной комиссии:    Первоуральская городская																																																																																
																																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																
																																																																																
		Сумма	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368	УИК №2369	УИК №2370	УИК №2371	УИК №2372	УИК №2373	УИК №2374	УИК №2375	УИК №2376	УИК №2377	УИК №2378	УИК №2379	УИК №2380	УИК №2381	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406					
		12.95%	13.05%	16.69%	12.72%	14.00%	11.67%	13.00%	12.68%	10.38%	10.94%	10.40%	11.72%	12.89%	16.43%	12.24%	13.13%	15.29%	12.04%	13.37%	11.46%	10.79%	10.83%	10.72%	13.37%	11.93%	14.55%	11.08%	14.97%	10.12%	11.66%	11.35%	11.15%	11.08%	13.92%	14.04%	11.25%	12.71%	20.68%	13.24%	1.56%	13.34%	13.79%	11.65%	12.66%	11.86%	13.44%	11.84%	14.00%	15.84%	14.16%	11.81%	13.01%	14.47%	11.29%	10.36%	13.47%	14.43%	12.79%	20.07%	16.23%	18.91%	18.56%	17.13%	17.64%	16.07%	15.38%	17.21%	16.06%	11.03%	16.38%	10.66%	15.38%	7.21%	2.63%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	890	18	4	24	19	21	16	14	17	23	25	24	13	11	9	9	16	9	15	10	19	7	17	12	15	21	10	10	7	27	21	12	7	13	6	12	2	2	19	0	19	20	2	15	21	8	11	14	11	11	16	8	8	17	13	7	3	12	5	25	1	28	9	5	25	6	2	9	3	4	8	3	3	2					
		1.66%	3.30%	0.56%	1.79%	1.52%	2.04%	1.28%	1.69%	2.12%	1.62%	2.08%	1.96%	0.99%	0.94%	0.84%	1.08%	1.82%	1.12%	1.77%	1.06%	1.44%	1.14%	1.91%	1.03%	1.18%	1.66%	1.20%	1.03%	1.12%	2.31%	1.62%	1.21%	0.73%	1.66%	0.91%	1.73%	0.37%	1.37%	2.18%	0.0%	1.73%	1.89%	0.51%	1.77%	2.54%	1.02%	1.12%	1.98%	1.22%	2.29%	2.05%	1.82%	3.50%	4.80%	1.46%	1.88%	0.77%	2.84%	1.85%	2.50%	0.90%	3.85%	1.31%	1.47%	4.90%	5.76%	1.63%	2.03%	2.06%	2.25%	5.33%	4.61%	3.09%	5.26%					
37	"20. ""Политическая партия ""Единая Россия"""	18280	174	213	442	385	326	383	269	272	474	385	345	422	355	333	276	287	281	267	268	377	179	289	354	419	373	275	305	222	374	461	350	299	235	158	191	234	39	247	141	370	338	109	322	359	318	396	250	286	170	286	150	89	110	437	169	157	136	100	544	34	324	262	154	197	49	58	165	75	68	49	23	30	17					
		34.18%	31.98%	30.12%	33.08%	30.99%	31.71%	30.73%	32.48%	34.04%	33.47%	32.05%	28.27%	32.18%	30.55%	31.12%	33.25%	32.76%	35.25%	31.59%	28.45%	28.66%	29.39%	32.61%	30.54%	33.12%	29.50%	33.13%	31.50%	35.69%	32.07%	35.59%	35.49%	31.57%	30.01%	24.12%	27.56%	43.73%	26.89%	28.45%	73.43%	33.82%	31.94%	28.23%	38.10%	43.46%	40.71%	40.44%	35.36%	31.91%	35.41%	36.71%	34.24%	39.03%	31.07%	49.21%	45.55%	40.46%	32.22%	37.17%	54.50%	30.63%	44.56%	38.36%	45.29%	38.62%	47.11%	47.54%	37.33%	51.72%	38.41%	32.66%	35.38%	30.92%	44.73%					
38	"21. ""Российская Конституционно-демократическая партия"""	103	2	1	0	0	3	2	3	0	5	0	2	2	1	1	3	1	2	0	4	0	0	0	1	2	0	0	1	1	3	1	2	3	1	0	1	0	0	1	0	2	4	2	1	2	4	2	4	2	0	3	0	1	2	3	3	0	0	2	3	0	1	2	3	1	0	0	4	1	0	0	0	2	0					
		0.19%	0.36%	0.14%	0.0%	0.0%	0.29%	0.16%	0.36%	0.0%	0.35%	0.0%	0.16%	0.15%	0.08%	0.09%	0.36%	0.11%	0.25%	0.0%	0.42%	0.0%	0.0%	0.0%	0.08%	0.15%	0.0%	0.0%	0.10%	0.16%	0.25%	0.07%	0.20%	0.31%	0.12%	0.0%	0.14%	0.0%	0.0%	0.11%	0.0%	0.18%	0.37%	0.51%	0.11%	0.24%	0.51%	0.20%	0.56%	0.22%	0.0%	0.38%	0.0%	0.43%	0.56%	0.33%	0.80%	0.0%	0.0%	0.74%	0.30%	0.0%	0.13%	0.29%	0.88%	0.19%	0.0%	0.0%	0.90%	0.68%	0.0%	0.0%	0.0%	2.06%	0.0%					
39	"22. ""Развитие предпринимательства"""	140	1	1	1	3	2	2	4	4	9	2	2	5	2	2	1	4	1	3	4	3	3	0	0	2	4	4	4	0	4	2	3	4	3	1	1	2	1	2	1	5	1	0	0	1	2	2	1	1	1	1	0	0	4	2	0	1	1	0	8	0	1	3	0	3	0	0	2	0	3	0	0	0	0					
		0.26%	0.18%	0.14%	0.07%	0.24%	0.19%	0.16%	0.48%	0.50%	0.63%	0.16%	0.16%	0.38%	0.17%	0.18%	0.12%	0.45%	0.12%	0.35%	0.42%	0.22%	0.49%	0.0%	0.0%	0.15%	0.31%	0.48%	0.41%	0.0%	0.34%	0.15%	0.30%	0.42%	0.38%	0.15%	0.14%	0.37%	0.68%	0.23%	0.52%	0.45%	0.09%	0.0%	0.0%	0.12%	0.25%	0.20%	0.14%	0.11%	0.20%	0.12%	0.0%	0.0%	1.12%	0.22%	0.0%	0.25%	0.23%	0.0%	0.80%	0.0%	0.13%	0.43%	0.0%	0.58%	0.0%	0.0%	0.45%	0.0%	1.69%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4582	38	66	113	87	109	126	58	66	119	121	125	98	90	73	67	63	62	82	96	89	41	75	83	107	122	80	76	42	104	95	88	68	68	75	77	49	18	113	4	81	120	36	67	79	56	69	71	81	48	99	49	23	36	60	38	29	31	21	51	15	60	50	34	55	10	4	28	7	9	6	8	14	4					
		8.56%	6.98%	9.33%	8.45%	7.00%	10.60%	10.11%	7.00%	8.26%	8.40%	10.07%	10.24%	7.47%	7.74%	6.82%	8.07%	7.19%	7.77%	9.70%	10.19%	6.76%	6.73%	8.46%	7.16%	8.45%	9.65%	9.63%	7.85%	6.75%	8.91%	7.33%	8.92%	7.18%	8.68%	11.45%	11.11%	9.15%	12.41%	13.01%	2.08%	7.40%	11.34%	9.32%	7.92%	9.56%	7.17%	7.04%	10.04%	9.04%	10.0%	12.70%	11.18%	10.08%	10.16%	6.75%	10.24%	7.47%	7.34%	7.80%	5.11%	13.51%	8.25%	7.32%	10.0%	10.78%	9.61%	3.27%	6.33%	4.82%	5.08%	4.0%	12.30%	14.43%	10.52%					
																																																																																
41	Против всех	2720	25	47	66	56	58	77	40	40	75	64	68	94	82	52	48	43	45	51	48	65	36	39	74	73	86	55	47	33	55	82	37	54	39	37	37	54	7	25	3	50	45	22	44	23	42	40	22	41	21	49	33	6	12	22	4	18	18	4	20	5	23	28	15	22	3	5	26	4	20	6	5	3	2					
		5.08%	4.59%	6.64%	4.94%	4.50%	5.64%	6.17%	4.83%	5.00%	5.29%	5.32%	5.57%	7.17%	7.05%	4.85%	5.78%	4.90%	5.64%	6.03%	5.09%	4.94%	5.91%	4.40%	6.38%	5.77%	6.80%	6.62%	4.85%	5.30%	4.71%	6.33%	3.75%	5.70%	4.98%	5.64%	5.33%	10.09%	4.82%	2.88%	1.56%	4.57%	4.25%	5.69%	5.20%	2.78%	5.37%	4.08%	3.11%	4.57%	4.37%	6.29%	7.53%	2.63%	3.38%	2.47%	1.07%	4.63%	4.26%	1.48%	2.00%	4.50%	3.16%	4.09%	4.41%	4.31%	2.88%	4.09%	5.88%	2.75%	11.29%	4.0%	7.69%	3.09%	5.26%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
