Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																						
Дата голосования: 07.12.2003 0:00:00																																																																						
																																																																						
Наименование Избирательной комиссии:    Белореченская городская																																																																						
																																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																						
																																																																						
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663					
39	"22. ""Развитие предпринимательства"""	97	1	1	3	2	1	1	0	2	2	4	2	3	3	4	0	2	6	2	5	2	1	0	10	1	1	4	2	2	1	1	2	0	0	0	0	1	2	0	1	0	3	0	1	0	1	0	0	0	1	0	0	1	3	1	2	1	3	1	0	0	0	2	2					
		0.24%	0.10%	0.10%	0.29%	0.18%	0.10%	0.09%	0.0%	0.20%	0.17%	0.33%	0.16%	0.26%	0.29%	0.46%	0.0%	0.21%	0.55%	0.39%	0.55%	0.23%	0.10%	0.0%	0.87%	0.33%	0.13%	0.44%	0.87%	0.82%	0.52%	0.31%	0.31%	0.0%	0.0%	0.0%	0.0%	0.15%	0.23%	0.0%	0.5%	0.0%	0.48%	0.0%	0.31%	0.0%	0.10%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.14%	0.48%	0.34%	0.93%	0.23%	0.69%	0.12%	0.0%	0.0%	0.0%	0.36%	0.71%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6059	126	121	129	180	100	103	71	115	173	199	162	189	115	101	121	101	135	86	146	112	138	65	162	34	127	94	41	21	33	74	102	164	111	17	7	134	114	149	35	57	143	35	56	5	159	156	44	32	126	31	57	134	140	22	23	109	65	95	38	48	132	91	54					
		15.53%	13.46%	12.52%	12.58%	16.66%	10.97%	9.69%	12.13%	11.65%	15.39%	16.51%	13.75%	16.60%	11.47%	11.64%	11.57%	10.60%	12.47%	17.02%	16.25%	13.31%	13.93%	23.89%	14.23%	11.25%	17.13%	10.49%	17.98%	8.71%	17.18%	23.12%	16.08%	27.06%	29.13%	13.6%	4.82%	20.67%	13.25%	23.02%	17.5%	30.48%	23.06%	22.43%	17.61%	5.49%	17.37%	18.07%	20.95%	14.95%	18.20%	15.89%	43.18%	20.02%	22.43%	7.58%	10.79%	25.34%	15.08%	11.52%	27.33%	39.34%	14.93%	16.72%	19.42%					
																																																																						
41	Против всех	1346	24	33	48	39	36	66	20	51	54	22	34	28	22	20	52	33	30	11	14	21	44	10	36	14	27	40	9	18	9	15	17	22	9	2	11	20	12	25	10	3	33	5	8	5	36	32	5	10	17	15	8	20	21	10	9	10	22	16	8	4	22	9	10					
		3.45%	2.56%	3.41%	4.68%	3.61%	3.95%	6.21%	3.41%	5.16%	4.80%	1.82%	2.88%	2.46%	2.19%	2.30%	4.97%	3.46%	2.77%	2.17%	1.55%	2.49%	4.44%	3.67%	3.16%	4.63%	3.64%	4.46%	3.94%	7.46%	4.68%	4.68%	2.68%	3.63%	2.36%	1.6%	7.58%	3.08%	1.39%	3.86%	5.0%	1.60%	5.32%	3.20%	2.51%	5.49%	3.93%	3.70%	2.38%	4.67%	2.45%	7.69%	6.06%	2.98%	3.36%	3.44%	4.22%	2.32%	5.10%	1.94%	5.75%	3.27%	2.48%	1.65%	3.59%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
