Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																
Дата голосования: 07.12.2003 0:00:00																																																																																
																																																																																
Наименование Избирательной комиссии:    Называевская																																																																																
																																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																
																																																																																
		Сумма	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642					
		15.48%	18.70%	13.00%	17.99%	13.74%	15.94%	21.77%	18.06%	20.33%	13.93%	12.76%	25.0%	12.22%	28.57%	11.93%	42.10%	22.58%	40.27%	31.11%	16.97%	11.73%	14.28%	16.47%	4.16%	21.56%	12.5%	10.0%	10.12%	18.23%	15.15%	17.80%	4.16%	40.0%	21.95%	10.76%	3.33%	10.29%	15.67%	9.37%	1.49%	17.64%	14.84%	3.12%	14.02%	10.81%	34.32%	15.0%	0.0%	15.0%	14.74%	4.44%	0.0%	31.48%	6.66%	21.59%	24.69%	23.72%	34.28%	19.29%	3.93%	9.64%	14.76%	33.89%	0.0%	10.52%	35.13%	14.60%	9.31%	15.51%	9.09%	13.83%	13.56%	24.28%	7.86%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	232	11	11	19	15	7	5	15	3	8	0	1	1	3	0	0	0	2	0	5	4	9	3	2	3	2	0	4	3	7	2	0	0	0	8	7	1	0	4	0	0	3	1	6	1	0	1	0	0	5	0	0	1	0	4	1	1	0	0	0	3	4	1	0	0	1	5	2	2	5	13	6	1	0					
		1.62%	2.03%	1.64%	1.96%	2.71%	1.69%	0.90%	2.50%	0.70%	3.27%	0.0%	0.86%	1.11%	3.57%	0.0%	0.0%	0.0%	2.77%	0.0%	1.54%	2.04%	2.42%	3.52%	1.66%	2.94%	0.69%	0.0%	5.06%	1.88%	2.65%	2.73%	0.0%	0.0%	0.0%	1.91%	7.77%	0.73%	0.0%	1.25%	0.0%	0.0%	1.31%	1.56%	0.84%	2.70%	0.0%	0.83%	0.0%	0.0%	1.79%	0.0%	0.0%	1.85%	0.0%	1.18%	1.23%	1.69%	0.0%	0.0%	0.0%	2.63%	1.11%	1.69%	0.0%	0.0%	2.70%	1.40%	1.24%	1.72%	3.24%	3.74%	2.32%	1.42%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	5239	173	243	323	193	146	186	196	143	90	45	69	23	25	232	6	12	15	13	111	56	104	19	48	24	124	19	60	63	78	22	18	8	18	185	41	78	82	123	25	10	83	7	309	24	20	78	53	24	111	22	26	21	25	109	20	15	17	6	52	44	111	7	30	24	11	120	49	45	37	144	84	8	54					
		36.72%	32.03%	36.32%	33.40%	34.90%	35.26%	33.75%	32.77%	33.80%	36.88%	47.87%	59.48%	25.55%	29.76%	45.40%	15.78%	19.35%	20.83%	28.88%	34.25%	28.57%	28.03%	22.35%	40.0%	23.52%	43.05%	63.33%	75.94%	39.62%	29.54%	30.13%	75.0%	16.0%	43.90%	44.25%	45.55%	57.35%	61.19%	38.43%	37.31%	19.60%	36.24%	10.93%	43.76%	64.86%	29.85%	65.0%	82.81%	40.0%	39.92%	48.88%	35.61%	38.88%	83.33%	32.24%	24.69%	25.42%	48.57%	10.52%	40.94%	38.59%	30.91%	11.86%	33.70%	63.15%	29.72%	33.70%	30.43%	38.79%	24.02%	41.49%	32.55%	11.42%	60.67%					
38	"21. ""Российская Конституционно-демократическая партия"""	25	2	0	0	0	3	0	0	1	1	0	0	3	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.17%	0.37%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.23%	0.40%	0.0%	0.0%	3.33%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.31%	0.0%	0.0%	0.87%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.36%	0.0%	0.0%	0.0%	1.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	16	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1					
		0.11%	0.18%	0.0%	0.10%	0.18%	0.0%	0.0%	0.16%	0.0%	0.0%	1.06%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.31%	0.0%	1.96%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.28%	0.38%	0.0%	1.12%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2233	101	135	163	104	52	99	116	77	24	12	5	15	8	44	4	6	15	0	43	22	76	15	35	17	39	5	1	11	42	10	3	7	6	53	10	17	6	38	15	10	36	21	68	3	7	5	0	1	29	9	8	9	1	39	20	14	3	8	26	20	99	18	39	3	0	92	22	13	39	47	41	29	3					
		15.65%	18.70%	20.17%	16.85%	18.80%	12.56%	17.96%	19.39%	18.20%	9.83%	12.76%	4.31%	16.66%	9.52%	8.61%	10.52%	9.67%	20.83%	0.0%	13.27%	11.22%	20.48%	17.64%	29.16%	16.66%	13.54%	16.66%	1.26%	6.91%	15.90%	13.69%	12.5%	14.0%	14.63%	12.67%	11.11%	12.49%	4.47%	11.87%	22.38%	19.60%	15.72%	32.81%	9.63%	8.10%	10.44%	4.16%	0.0%	1.66%	10.43%	20.0%	10.95%	16.66%	3.33%	11.53%	24.69%	23.72%	8.57%	14.03%	20.47%	17.54%	27.57%	30.50%	43.82%	7.89%	0.0%	25.84%	13.66%	11.20%	25.32%	13.54%	15.89%	41.42%	3.37%					
																																																																																
41	Против всех	406	25	27	25	11	18	14	15	11	8	3	0	1	1	8	0	2	2	0	10	9	16	0	1	17	10	0	0	0	11	0	0	1	2	15	7	2	0	10	1	1	6	0	12	0	5	0	0	2	7	2	4	1	1	9	1	0	0	0	2	8	19	0	1	1	1	11	7	2	3	3	8	4	2					
		2.84%	4.62%	4.03%	2.58%	1.98%	4.34%	2.54%	2.50%	2.60%	3.27%	3.19%	0.0%	1.11%	1.19%	1.56%	0.0%	3.22%	2.77%	0.0%	3.08%	4.59%	4.31%	0.0%	0.83%	16.66%	3.47%	0.0%	0.0%	0.0%	4.16%	0.0%	0.0%	2.0%	4.87%	3.58%	7.77%	1.47%	0.0%	3.12%	1.49%	1.96%	2.62%	0.0%	1.69%	0.0%	7.46%	0.0%	0.0%	3.33%	2.51%	4.44%	5.47%	1.85%	3.33%	2.66%	1.23%	0.0%	0.0%	0.0%	1.57%	7.01%	5.29%	0.0%	1.12%	2.63%	2.70%	3.08%	4.34%	1.72%	1.94%	0.86%	3.10%	5.71%	2.24%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
