Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																		
Дата голосования: 07.12.2003 0:00:00																																																																																		
																																																																																		
"Наименование Избирательной комиссии:    Хабаровск, Индустриальная"																																																																																		
																																																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																		
																																																																																		
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127					
		0.16%	0.08%	0.30%	0.36%	0.0%	0.96%	0.0%	0.0%	0.0%	0.22%	0.29%	0.27%	0.08%	0.0%	0.16%	0.16%	0.0%	0.0%	0.36%	0.11%	0.0%	0.16%	0.0%	0.07%	0.36%	0.26%	0.0%	0.18%	0.44%	0.27%	0.0%	0.09%	0.0%	0.10%	0.44%	0.20%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.59%	0.0%	0.38%	0.19%	0.09%	0.0%	0.18%	0.0%	0.09%	0.0%	0.0%	0.16%	0.0%	0.31%	0.0%	0.08%	0.0%	0.0%	0.34%	0.09%	0.34%	0.08%	0.12%	0.38%	0.27%	1.27%	0.13%	0.39%	0.57%	0.27%	0.24%	0.20%	0.0%					
35	"18. ""ЛДПР"""	11962	157	86	158	115	12	113	159	88	176	181	160	177	226	170	198	49	207	130	124	207	186	153	218	173	161	229	114	165	121	86	161	2	199	175	216	172	221	116	183	163	3	200	194	213	183	177	176	157	216	150	208	193	152	178	156	156	166	239	128	5	126	174	221	204	199	56	70	67	144	330	312	254	328	99	21					
		17.67%	13.64%	13.19%	14.23%	11.30%	11.53%	30.13%	13.47%	12.34%	13.21%	17.85%	14.77%	14.57%	18.40%	14.10%	16.03%	19.91%	16.41%	15.87%	13.93%	20.0%	15.35%	13.50%	16.78%	15.93%	14.19%	18.21%	20.80%	18.39%	16.85%	16.19%	16.08%	20.0%	20.02%	19.44%	22.54%	16.84%	19.15%	14.16%	14.31%	17.77%	11.53%	18.01%	19.26%	17.86%	17.47%	17.36%	15.89%	20.20%	19.96%	17.64%	19.94%	16.70%	18.18%	15.07%	18.39%	16.56%	17.34%	20.11%	19.19%	16.66%	21.46%	15.87%	19.05%	17.67%	24.78%	21.62%	18.97%	28.51%	19.04%	26.19%	25.80%	23.02%	26.62%	19.91%	13.37%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1071	27	9	18	20	4	2	17	7	20	19	22	14	21	19	15	3	15	8	11	19	15	19	11	21	13	23	16	22	16	7	17	0	10	15	16	21	18	16	23	19	0	20	13	32	20	18	17	13	9	15	27	15	13	13	9	21	19	21	12	1	5	20	16	17	20	4	9	3	9	10	16	11	7	5	3					
		1.58%	2.34%	1.38%	1.62%	1.96%	3.84%	0.53%	1.44%	0.98%	1.50%	1.87%	2.03%	1.15%	1.71%	1.57%	1.21%	1.21%	1.18%	0.97%	1.23%	1.83%	1.23%	1.67%	0.84%	1.93%	1.14%	1.82%	2.91%	2.45%	2.22%	1.31%	1.69%	0.0%	1.00%	1.66%	1.67%	2.05%	1.55%	1.95%	1.79%	2.07%	0.0%	1.80%	1.29%	2.68%	1.91%	1.76%	1.53%	1.67%	0.83%	1.76%	2.58%	1.29%	1.55%	1.10%	1.06%	2.22%	1.98%	1.76%	1.79%	3.33%	0.85%	1.82%	1.37%	1.47%	2.49%	1.54%	2.43%	1.27%	1.19%	0.79%	1.32%	0.99%	0.56%	1.00%	1.91%					
37	"20. ""Политическая партия ""Единая Россия"""	22734	357	215	323	315	44	123	366	234	425	312	369	443	443	422	397	71	392	278	330	363	386	386	410	349	389	462	193	288	270	187	366	4	326	268	323	323	369	307	469	291	12	354	329	400	363	368	418	255	346	322	364	439	291	435	294	349	343	445	233	8	227	429	403	384	230	72	147	29	234	378	342	314	372	153	64					
		33.59%	31.01%	32.97%	29.09%	30.97%	42.30%	32.8%	31.01%	32.81%	31.90%	30.76%	34.07%	36.49%	36.07%	35.02%	32.14%	28.86%	31.08%	33.94%	37.07%	35.07%	31.87%	34.06%	31.56%	32.13%	34.30%	36.75%	35.21%	32.10%	37.60%	35.21%	36.56%	40.0%	32.79%	29.77%	33.71%	31.63%	31.97%	37.48%	36.69%	31.73%	46.15%	31.89%	32.67%	33.55%	34.67%	36.11%	37.75%	32.81%	31.97%	37.88%	34.89%	38.00%	34.80%	36.83%	34.66%	37.04%	35.84%	37.45%	34.93%	26.66%	38.67%	39.14%	34.74%	33.27%	28.64%	27.79%	39.83%	12.34%	30.95%	30.0%	28.28%	28.46%	30.19%	30.78%	40.76%					
38	"21. ""Российская Конституционно-демократическая партия"""	78	1	0	1	0	0	4	0	1	1	1	3	1	1	2	1	0	0	1	2	4	3	2	1	1	1	3	0	0	1	2	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	2	1	2	1	0	2	2	0	3	0	3	0	0	1	0	1	1	2	1	1	1	0	0	1	4	4	2	0	0	0					
		0.11%	0.08%	0.0%	0.09%	0.0%	0.0%	1.06%	0.0%	0.14%	0.07%	0.09%	0.27%	0.08%	0.08%	0.16%	0.08%	0.0%	0.0%	0.12%	0.22%	0.38%	0.24%	0.17%	0.07%	0.09%	0.08%	0.23%	0.0%	0.0%	0.13%	0.37%	0.0%	0.0%	0.20%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.09%	0.0%	0.0%	0.0%	0.19%	0.09%	0.25%	0.09%	0.0%	0.19%	0.17%	0.0%	0.25%	0.0%	0.31%	0.0%	0.0%	0.14%	0.0%	0.17%	0.09%	0.17%	0.08%	0.12%	0.38%	0.0%	0.0%	0.13%	0.31%	0.33%	0.18%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	195	5	1	5	5	0	0	1	1	3	4	3	4	7	2	0	0	7	4	2	0	2	4	4	7	4	3	2	1	1	0	1	0	3	1	3	3	5	2	2	5	0	7	1	1	1	2	1	1	4	0	4	5	0	2	3	2	2	4	3	0	0	3	6	7	4	0	2	1	2	4	7	3	2	3	1					
		0.28%	0.43%	0.15%	0.45%	0.49%	0.0%	0.0%	0.08%	0.14%	0.22%	0.39%	0.27%	0.32%	0.57%	0.16%	0.0%	0.0%	0.55%	0.48%	0.22%	0.0%	0.16%	0.35%	0.30%	0.64%	0.35%	0.23%	0.36%	0.11%	0.13%	0.0%	0.09%	0.0%	0.30%	0.11%	0.31%	0.29%	0.43%	0.24%	0.15%	0.54%	0.0%	0.63%	0.09%	0.08%	0.09%	0.19%	0.09%	0.12%	0.36%	0.0%	0.38%	0.43%	0.0%	0.16%	0.35%	0.21%	0.20%	0.33%	0.44%	0.0%	0.0%	0.27%	0.51%	0.60%	0.49%	0.0%	0.54%	0.42%	0.26%	0.31%	0.57%	0.27%	0.16%	0.60%	0.63%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	7363	95	67	130	120	13	34	135	84	139	147	114	138	124	142	127	31	164	89	104	88	141	123	154	113	133	106	65	91	84	79	128	3	93	101	101	130	122	84	158	126	2	159	132	117	140	121	128	99	125	70	102	123	79	141	82	93	113	109	84	4	48	113	124	139	73	36	34	20	74	126	78	87	103	47	18					
		10.88%	8.25%	10.27%	11.71%	11.79%	12.5%	9.06%	11.44%	11.78%	10.43%	14.49%	10.52%	11.36%	10.09%	11.78%	10.28%	12.60%	13.00%	10.86%	11.68%	8.50%	11.64%	10.85%	11.85%	10.40%	11.72%	8.43%	11.86%	10.14%	11.69%	14.87%	12.78%	30.0%	9.35%	11.22%	10.54%	12.73%	10.57%	10.25%	12.36%	13.74%	7.69%	14.32%	13.10%	9.81%	13.37%	11.87%	11.56%	12.74%	11.55%	8.23%	9.77%	10.64%	9.44%	11.93%	9.66%	9.87%	11.80%	9.17%	12.59%	13.33%	8.17%	10.31%	10.68%	12.04%	9.09%	13.89%	9.21%	8.51%	9.78%	10.0%	6.45%	7.88%	8.36%	9.45%	11.46%					
																																																																																		
41	Против всех	3891	66	48	61	49	5	40	83	36	88	46	67	51	86	66	86	9	55	35	51	60	49	61	91	52	58	57	27	57	39	17	46	0	64	75	42	50	73	63	67	44	0	58	48	66	44	48	45	44	72	57	61	60	43	58	59	52	60	84	33	2	33	44	65	72	76	21	14	10	36	71	115	99	70	35	16					
		5.74%	5.73%	7.36%	5.49%	4.81%	4.80%	10.66%	7.03%	5.04%	6.60%	4.53%	6.18%	4.20%	7.00%	5.47%	6.96%	3.65%	4.36%	4.27%	5.73%	5.79%	4.04%	5.38%	7.00%	4.78%	5.11%	4.53%	4.92%	6.35%	5.43%	3.20%	4.59%	0.0%	6.43%	8.33%	4.38%	4.89%	6.32%	7.69%	5.24%	4.79%	0.0%	5.22%	4.76%	5.53%	4.20%	4.71%	4.06%	5.66%	6.65%	6.70%	5.84%	5.19%	5.14%	4.91%	6.95%	5.52%	6.26%	7.07%	4.94%	6.66%	5.62%	4.01%	5.60%	6.23%	9.46%	8.10%	3.79%	4.25%	4.76%	5.63%	9.51%	8.97%	5.68%	7.04%	10.19%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
