Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																										
Дата голосования: 07.12.2003 0:00:00																																																																										
																																																																										
Наименование Избирательной комиссии:    Чишминская																																																																										
																																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																										
																																																																										
		Сумма	УИК №3338	УИК №3339	УИК №3340	УИК №3341	УИК №3342	УИК №3343	УИК №3344	УИК №3345	УИК №3346	УИК №3347	УИК №3348	УИК №3349	УИК №3350	УИК №3351	УИК №3352	УИК №3353	УИК №3354	УИК №3355	УИК №3356	УИК №3357	УИК №3358	УИК №3359	УИК №3360	УИК №3361	УИК №3362	УИК №3363	УИК №3364	УИК №3365	УИК №3366	УИК №3367	УИК №3368	УИК №3369	УИК №3370	УИК №3371	УИК №3372	УИК №3373	УИК №3374	УИК №3375	УИК №3376	УИК №3377	УИК №3378	УИК №3379	УИК №3380	УИК №3381	УИК №3382	УИК №3383	УИК №3384	УИК №3385	УИК №3386	УИК №3387	УИК №3388	УИК №3389	УИК №3390	УИК №3391	УИК №3392	УИК №3393	УИК №3394	УИК №3395	УИК №3396	УИК №3397	УИК №3398	УИК №3399	УИК №3400	УИК №3401	УИК №3402	УИК №3403	УИК №3404					
		39.37%	40.62%	46.25%	37.34%	29.45%	23.56%	31.42%	39.85%	33.85%	30.53%	12.16%	27.23%	29.59%	22.36%	37.77%	44.23%	36.23%	40.27%	9.56%	55.68%	43.88%	38.29%	43.91%	41.56%	23.54%	26.25%	40.71%	32.87%	44.51%	54.97%	32.37%	50.12%	48.82%	62.82%	43.18%	44.70%	48.68%	50.95%	33.20%	83.92%	26.02%	41.03%	61.11%	39.51%	55.40%	38.03%	40.86%	60.24%	39.09%	29.64%	34.63%	39.48%	38.62%	31.25%	48.29%	42.10%	43.29%	50.78%	41.93%	35.15%	39.96%	50.0%	40.07%	35.72%	39.79%	44.71%	36.17%	31.88%					
38	"21. ""Российская Конституционно-демократическая партия"""	104	1	0	1	3	0	0	1	4	1	0	2	2	3	2	0	2	0	0	0	2	1	0	0	6	1	6	1	4	0	1	0	2	1	1	0	0	1	1	0	3	1	1	0	1	4	3	3	1	1	1	2	3	0	5	4	1	2	1	5	1	0	2	1	2	1	2	3					
		0.36%	0.52%	0.0%	0.40%	1.02%	0.0%	0.0%	0.72%	1.25%	0.25%	0.0%	0.45%	0.89%	0.93%	1.11%	0.0%	0.72%	0.0%	0.0%	0.0%	1.43%	0.30%	0.0%	0.0%	1.58%	0.38%	1.95%	0.46%	1.29%	0.0%	0.40%	0.0%	0.47%	0.42%	0.45%	0.0%	0.0%	0.38%	0.38%	0.0%	0.56%	0.34%	0.22%	0.0%	1.35%	0.43%	1.61%	1.86%	0.90%	0.29%	0.38%	0.28%	0.50%	0.0%	1.42%	0.38%	0.11%	0.21%	0.15%	0.37%	0.15%	0.0%	0.23%	0.06%	0.14%	0.08%	0.14%	0.21%					
39	"22. ""Развитие предпринимательства"""	103	2	2	0	2	1	0	0	4	0	0	1	0	1	1	1	2	0	1	0	1	0	3	1	0	1	2	3	1	0	2	0	1	3	1	2	0	0	1	0	2	0	0	1	0	2	0	0	0	3	2	2	1	1	2	6	3	4	1	6	2	0	0	11	3	5	6	0					
		0.36%	1.04%	0.88%	0.0%	0.68%	0.63%	0.0%	0.0%	1.25%	0.0%	0.0%	0.22%	0.0%	0.31%	0.55%	0.46%	0.72%	0.0%	0.86%	0.0%	0.71%	0.0%	1.58%	0.30%	0.0%	0.38%	0.65%	1.38%	0.32%	0.0%	0.81%	0.0%	0.23%	1.28%	0.45%	0.92%	0.0%	0.0%	0.38%	0.0%	0.37%	0.0%	0.0%	0.48%	0.0%	0.21%	0.0%	0.0%	0.0%	0.89%	0.77%	0.28%	0.16%	0.48%	0.56%	0.57%	0.33%	0.42%	0.15%	0.44%	0.30%	0.0%	0.0%	0.76%	0.22%	0.44%	0.43%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3744	10	19	37	34	32	23	10	36	44	16	43	32	62	7	26	30	31	22	9	16	47	18	46	78	70	39	33	57	16	36	64	49	17	19	32	46	24	33	2	94	43	54	23	5	123	20	10	19	58	59	79	98	28	35	105	75	63	93	178	91	17	112	238	197	173	188	201					
		13.25%	5.20%	8.37%	14.85%	11.64%	20.38%	13.14%	7.24%	11.28%	11.19%	21.62%	9.83%	14.34%	19.25%	3.88%	11.98%	10.86%	21.52%	19.13%	10.22%	11.51%	14.28%	9.52%	13.85%	20.63%	27.02%	12.70%	15.27%	18.38%	9.35%	14.75%	16.20%	11.55%	7.26%	8.63%	14.74%	15.13%	9.19%	12.74%	1.19%	17.60%	14.82%	12.0%	11.21%	6.75%	13.44%	10.75%	6.21%	17.27%	17.36%	22.95%	11.30%	16.38%	13.46%	9.94%	10.04%	8.45%	6.62%	14.28%	13.17%	13.82%	7.87%	13.23%	16.44%	14.57%	15.50%	13.71%	14.30%					
																																																																										
41	Против всех	832	5	6	11	4	4	7	3	7	16	0	13	5	9	6	2	9	0	3	6	0	3	2	5	10	4	4	6	5	0	5	6	12	6	8	4	8	4	8	1	20	11	10	5	1	27	7	5	3	12	2	15	9	12	4	50	46	36	16	43	11	4	22	60	46	35	34	69					
		2.94%	2.60%	2.64%	4.41%	1.36%	2.54%	4.0%	2.17%	2.19%	4.07%	0.0%	2.97%	2.24%	2.79%	3.33%	0.92%	3.26%	0.0%	2.60%	6.81%	0.0%	0.91%	1.05%	1.50%	2.64%	1.54%	1.30%	2.77%	1.61%	0.0%	2.04%	1.51%	2.83%	2.56%	3.63%	1.84%	2.63%	1.53%	3.08%	0.59%	3.74%	3.79%	2.22%	2.43%	1.35%	2.95%	3.76%	3.10%	2.72%	3.59%	0.77%	2.14%	1.50%	5.76%	1.13%	4.78%	5.18%	3.78%	2.45%	3.18%	1.67%	1.85%	2.60%	4.14%	3.40%	3.13%	2.47%	4.91%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
