Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																							
Дата голосования: 07.12.2003 0:00:00																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Златоустовская городская																																																																																							
																																																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																							
																																																																																							
		Сумма	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124					
		6.71%	9.66%	5.10%	8.13%	5.28%	7.23%	3.88%	6.07%	4.21%	4.04%	3.26%	5.07%	4.21%	4.18%	7.22%	8.66%	7.10%	6.95%	6.54%	11.43%	6.13%	5.17%	6.84%	4.53%	5.55%	6.60%	4.90%	5.51%	5.52%	5.97%	12.16%	7.66%	6.36%	8.87%	8.81%	8.45%	7.64%	8.37%	9.61%	12.22%	9.85%	8.86%	6.30%	6.45%	8.13%	8.51%	9.14%	10.17%	10.40%	8.44%	5.72%	8.55%	9.38%	1.90%	4.16%	4.50%	3.78%	5.92%	3.92%	4.20%	7.24%	7.14%	3.74%	4.63%	5.89%	6.98%	5.10%	8.38%	2.83%	5.14%	2.78%	4.99%	2.14%	2.91%	3.46%	5.16%	2.60%	4.12%	2.58%	4.34%	0.80%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	117	3	2	1	3	0	2	0	3	0	1	2	2	0	1	3	0	2	3	1	2	0	1	0	2	1	0	1	3	2	1	2	0	3	0	0	1	2	2	0	1	2	4	3	2	1	2	1	3	0	1	0	1	2	2	0	0	3	0	2	2	0	2	0	1	7	2	1	1	2	1	2	0	1	2	1	3	1	1	1	4					
		0.17%	0.39%	0.15%	0.17%	0.28%	0.0%	0.18%	0.0%	0.63%	0.0%	0.15%	0.29%	0.52%	0.0%	0.13%	0.33%	0.0%	0.22%	0.25%	0.10%	0.18%	0.0%	0.11%	0.0%	0.16%	0.08%	0.0%	0.07%	0.31%	0.19%	0.12%	0.17%	0.0%	0.22%	0.0%	0.0%	0.08%	0.31%	0.15%	0.0%	0.09%	0.25%	0.68%	0.27%	0.17%	0.10%	0.22%	0.14%	0.29%	0.0%	0.08%	0.0%	0.07%	0.47%	0.92%	0.0%	0.0%	0.40%	0.0%	0.21%	0.20%	0.0%	0.22%	0.0%	0.11%	0.92%	0.17%	0.15%	0.21%	0.25%	0.21%	0.38%	0.0%	0.12%	0.40%	0.27%	0.65%	0.45%	0.25%	0.72%	0.64%					
35	"18. ""ЛДПР"""	8582	118	177	61	157	122	139	132	79	62	128	96	71	52	97	114	95	107	153	92	109	100	85	67	111	124	143	140	119	108	81	122	117	141	157	142	131	89	140	136	119	117	90	121	142	102	102	77	99	129	149	161	151	71	28	74	53	98	55	157	95	112	117	122	97	100	136	87	79	108	92	105	100	101	99	70	90	22	50	26	265					
		12.70%	15.40%	13.69%	10.55%	15.08%	11.46%	13.17%	12.33%	16.66%	9.65%	19.90%	13.93%	18.68%	16.72%	12.98%	12.66%	15.70%	12.20%	13.16%	9.56%	9.83%	12.93%	9.69%	9.50%	9.19%	10.91%	9.88%	11.02%	12.39%	10.75%	9.85%	10.74%	10.06%	10.60%	11.62%	11.89%	10.65%	13.79%	10.67%	9.50%	10.95%	14.81%	15.33%	11.15%	12.15%	10.86%	11.23%	11.03%	9.81%	12.52%	13.12%	11.19%	10.90%	16.94%	12.96%	22.22%	16.71%	13.18%	14.39%	16.93%	9.83%	10.81%	12.88%	11.31%	10.78%	13.17%	12.17%	13.76%	17.24%	13.55%	19.70%	20.15%	19.53%	12.81%	20.16%	19.02%	19.52%	10.09%	12.91%	18.84%	42.74%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	977	12	28	10	0	15	16	15	8	7	8	9	9	4	14	11	9	9	12	11	8	9	12	5	13	17	7	15	7	14	14	11	22	24	16	15	15	7	13	16	18	16	10	8	19	17	15	7	18	18	19	11	19	10	3	6	9	9	7	15	15	17	16	23	12	14	30	10	9	6	4	14	10	16	8	4	11	19	6	5	7					
		1.44%	1.56%	2.16%	1.73%	0.0%	1.40%	1.51%	1.40%	1.68%	1.09%	1.24%	1.30%	2.36%	1.28%	1.87%	1.22%	1.48%	1.02%	1.03%	1.14%	0.72%	1.16%	1.36%	0.70%	1.07%	1.49%	0.48%	1.18%	0.72%	1.39%	1.70%	0.96%	1.89%	1.80%	1.18%	1.25%	1.22%	1.08%	0.99%	1.11%	1.65%	2.02%	1.70%	0.73%	1.62%	1.81%	1.65%	1.00%	1.78%	1.74%	1.67%	0.76%	1.37%	2.38%	1.38%	1.80%	2.83%	1.21%	1.83%	1.61%	1.55%	1.64%	1.76%	2.13%	1.33%	1.84%	2.68%	1.58%	1.96%	0.75%	0.85%	2.68%	1.95%	2.03%	1.62%	1.08%	2.38%	8.71%	1.55%	3.62%	1.12%					
37	"20. ""Политическая партия ""Единая Россия"""	20133	231	383	179	354	333	369	369	174	168	194	224	119	107	234	269	162	276	391	276	323	242	245	233	360	410	427	395	286	288	256	311	356	396	371	363	370	158	315	382	309	215	198	358	343	257	243	177	297	279	316	419	426	140	70	88	91	229	129	275	300	312	280	326	225	184	304	191	174	258	118	130	151	269	144	110	151	64	158	44	82					
		29.79%	30.15%	29.64%	30.96%	34.00%	31.29%	34.97%	34.48%	36.70%	26.16%	30.17%	32.51%	31.31%	34.40%	31.32%	29.88%	26.77%	31.47%	33.64%	28.69%	29.15%	31.30%	27.93%	33.04%	29.82%	36.09%	29.50%	31.10%	29.79%	28.68%	31.14%	27.40%	30.63%	29.77%	27.48%	30.40%	30.10%	24.49%	24.02%	26.69%	28.45%	27.21%	33.73%	32.99%	29.36%	27.36%	26.76%	25.35%	29.43%	27.08%	27.84%	29.13%	30.75%	33.41%	32.40%	26.42%	28.70%	30.82%	33.76%	29.66%	31.05%	30.11%	30.83%	30.24%	25.02%	24.24%	27.21%	30.22%	37.99%	32.37%	25.26%	24.95%	29.49%	34.13%	29.32%	29.89%	32.75%	29.35%	40.82%	31.88%	13.22%					
38	"21. ""Российская Конституционно-демократическая партия"""	123	2	3	2	3	1	2	3	0	1	0	2	0	0	1	0	0	0	0	0	0	4	3	1	1	2	3	2	1	2	1	3	2	2	0	1	1	0	1	3	20	0	1	1	2	2	0	4	3	3	2	2	1	1	0	0	0	2	0	2	0	1	1	1	2	2	1	0	2	2	1	3	2	1	0	0	2	0	0	1	2					
		0.18%	0.26%	0.23%	0.34%	0.28%	0.09%	0.18%	0.28%	0.0%	0.15%	0.0%	0.29%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.34%	0.14%	0.08%	0.17%	0.20%	0.15%	0.10%	0.19%	0.12%	0.26%	0.17%	0.15%	0.0%	0.08%	0.08%	0.0%	0.07%	0.20%	1.84%	0.0%	0.17%	0.09%	0.17%	0.21%	0.0%	0.57%	0.29%	0.29%	0.17%	0.13%	0.07%	0.23%	0.0%	0.0%	0.0%	0.26%	0.0%	0.21%	0.0%	0.09%	0.11%	0.09%	0.22%	0.26%	0.08%	0.0%	0.43%	0.25%	0.21%	0.57%	0.39%	0.12%	0.0%	0.0%	0.43%	0.0%	0.0%	0.72%	0.32%					
39	"22. ""Развитие предпринимательства"""	206	4	3	0	0	3	4	1	1	1	1	3	2	2	1	4	3	2	4	2	4	0	0	1	1	3	4	1	5	6	1	2	0	6	2	6	2	2	4	1	25	0	1	3	3	3	4	4	1	2	3	7	6	3	0	3	1	4	1	3	1	1	0	5	2	2	5	3	0	3	0	3	1	2	0	0	1	1	1	0	6					
		0.30%	0.52%	0.23%	0.0%	0.0%	0.28%	0.37%	0.09%	0.21%	0.15%	0.15%	0.43%	0.52%	0.64%	0.13%	0.44%	0.49%	0.22%	0.34%	0.20%	0.36%	0.0%	0.0%	0.14%	0.08%	0.26%	0.27%	0.07%	0.52%	0.59%	0.12%	0.17%	0.0%	0.45%	0.14%	0.50%	0.16%	0.31%	0.30%	0.06%	2.30%	0.0%	0.17%	0.27%	0.25%	0.31%	0.44%	0.57%	0.09%	0.19%	0.26%	0.48%	0.43%	0.71%	0.0%	0.90%	0.31%	0.53%	0.26%	0.32%	0.10%	0.09%	0.0%	0.46%	0.22%	0.26%	0.44%	0.47%	0.0%	0.37%	0.0%	0.57%	0.19%	0.25%	0.0%	0.0%	0.21%	0.45%	0.25%	0.0%	0.96%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	12479	121	243	117	162	202	176	185	77	184	111	135	51	34	147	154	114	155	188	173	189	135	144	154	223	139	294	263	190	196	91	282	201	228	239	243	242	121	295	258	202	137	91	179	206	204	160	149	176	181	239	280	258	67	42	69	68	123	64	143	199	225	168	223	185	164	226	103	74	150	106	106	112	139	86	73	59	57	98	8	24					
		18.46%	15.79%	18.80%	20.24%	15.56%	18.98%	16.68%	17.28%	16.24%	28.66%	17.26%	19.59%	13.42%	10.93%	19.67%	17.11%	18.84%	17.67%	16.17%	17.98%	17.05%	17.46%	16.41%	21.84%	18.47%	12.23%	20.31%	20.70%	19.79%	19.52%	11.07%	24.84%	17.29%	17.14%	17.70%	20.35%	19.69%	18.75%	22.50%	18.02%	18.60%	17.34%	15.50%	16.49%	17.63%	21.72%	17.62%	21.34%	17.44%	17.57%	21.05%	19.47%	18.62%	15.99%	19.44%	20.72%	21.45%	16.55%	16.75%	15.42%	20.60%	21.71%	18.50%	20.68%	20.57%	21.60%	20.23%	16.29%	16.15%	18.82%	22.69%	20.34%	21.87%	17.63%	17.51%	19.83%	12.79%	26.14%	25.32%	5.79%	3.87%					
																																																																																							
41	Против всех	4428	34	99	43	62	64	52	74	19	41	54	37	21	19	54	56	37	58	79	68	78	51	70	50	92	81	98	63	65	71	56	30	81	83	88	71	71	46	112	126	42	49	44	74	85	52	70	47	61	85	68	109	103	28	13	16	17	39	28	68	55	63	64	63	70	55	70	36	26	52	26	34	34	61	34	12	29	5	7	4	76					
		6.55%	4.43%	7.66%	7.43%	5.95%	6.01%	4.92%	6.91%	4.00%	6.38%	8.39%	5.37%	5.52%	6.10%	7.22%	6.22%	6.11%	6.61%	6.79%	7.06%	7.03%	6.59%	7.98%	7.09%	7.62%	7.13%	6.77%	4.96%	6.77%	7.07%	6.81%	2.64%	6.97%	6.24%	6.51%	5.94%	5.77%	7.13%	8.54%	8.80%	3.86%	6.20%	7.49%	6.82%	7.27%	5.53%	7.70%	6.73%	6.04%	8.25%	5.99%	7.57%	7.43%	6.68%	6.01%	4.80%	5.36%	5.24%	7.32%	7.33%	5.69%	6.08%	7.04%	5.84%	7.78%	7.24%	6.26%	5.69%	5.67%	6.52%	5.56%	6.52%	6.64%	7.74%	6.92%	3.26%	6.29%	2.29%	1.80%	2.89%	12.25%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
