Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																										
Дата голосования: 07.12.2003 0:00:00																																																																										
																																																																										
Наименование Избирательной комиссии:    Куйтунская																																																																										
																																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																										
																																																																										
		Сумма	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862					
		37.11%	34.68%	31.64%	38.96%	32.38%	24.21%	31.44%	42.42%	31.87%	30.08%	34.30%	30.70%	30.68%	36.47%	22.07%	24.70%	42.42%	29.72%	29.62%	31.5%	11.11%	34.92%	61.22%	46.31%	17.07%	36.70%	43.15%	45.90%	47.05%	40.38%	64.43%	92.85%	41.78%	46.97%	19.00%	14.70%	43.93%	39.38%	26.18%	26.47%	44.47%	38.95%	44.23%	30.85%	36.29%	42.85%	51.51%	29.67%	21.51%	33.82%	15.0%	38.63%	29.62%	49.57%	43.78%	41.00%	40.36%	54.22%	57.83%	41.02%	19.07%	25.81%	29.62%	32.58%	31.63%	42.85%	51.29%	22.82%					
38	"21. ""Российская Конституционно-демократическая партия"""	37	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	5	0	0	0	1	2	0	0	3	2	0	2	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	2	1	0	1	0	0	0	1	0	2					
		0.30%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	1.25%	0.0%	0.0%	0.0%	0.0%	1.17%	0.0%	0.0%	0.60%	1.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.54%	0.0%	3.20%	0.0%	0.0%	0.0%	0.18%	1.65%	0.0%	0.0%	0.76%	0.55%	0.0%	0.63%	0.29%	0.96%	0.0%	0.18%	1.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.0%	0.0%	1.20%	0.0%	2.40%	0.21%	0.0%	0.27%	0.0%	0.0%	0.0%	1.78%	0.0%	2.17%					
39	"22. ""Развитие предпринимательства"""	22	0	0	0	1	0	1	0	0	2	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0					
		0.17%	0.0%	0.0%	0.0%	0.31%	0.0%	0.62%	0.0%	0.0%	0.84%	0.36%	0.0%	1.13%	2.35%	1.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.47%	0.0%	0.25%	0.55%	2.94%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	1.09%	0.0%	0.0%	0.0%	0.37%	0.92%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2459	96	107	67	85	24	28	32	49	40	55	59	18	23	23	26	43	1	17	47	14	94	11	8	10	34	20	23	9	44	27	0	31	74	6	29	11	56	90	12	62	46	8	19	91	17	11	25	29	15	9	55	33	26	39	35	12	46	10	98	48	91	46	17	74	13	28	13					
		19.99%	27.74%	27.08%	23.10%	26.98%	18.75%	17.61%	13.85%	30.62%	16.94%	20.07%	25.87%	20.45%	27.05%	29.87%	30.58%	26.06%	1.35%	20.98%	23.5%	17.28%	28.05%	11.22%	8.42%	24.39%	14.34%	13.69%	12.56%	26.47%	28.20%	13.91%	0.0%	21.23%	13.57%	4.95%	42.64%	16.66%	14.32%	25.06%	35.29%	19.55%	13.37%	7.69%	10.85%	16.85%	24.28%	11.11%	27.47%	36.70%	22.05%	9.0%	20.83%	30.55%	22.22%	23.07%	25.17%	7.22%	10.22%	12.04%	20.94%	31.57%	24.72%	24.33%	19.10%	26.90%	23.21%	18.18%	14.13%					
																																																																										
41	Против всех	298	10	12	13	12	4	3	10	9	4	6	7	4	5	3	3	0	3	1	3	5	8	0	3	2	4	0	4	0	1	0	0	3	11	12	7	0	9	12	0	5	3	2	5	16	0	0	2	0	0	0	9	3	3	1	0	6	3	6	4	2	5	4	1	18	0	1	6					
		2.42%	2.89%	3.03%	4.48%	3.80%	3.12%	1.88%	4.32%	5.62%	1.69%	2.18%	3.07%	4.54%	5.88%	3.89%	3.52%	0.0%	4.05%	1.23%	1.5%	6.17%	2.38%	0.0%	3.15%	4.87%	1.68%	0.0%	2.18%	0.0%	0.64%	0.0%	0.0%	2.05%	2.01%	9.91%	10.29%	0.0%	2.30%	3.34%	0.0%	1.57%	0.87%	1.92%	2.85%	2.96%	0.0%	0.0%	2.19%	0.0%	0.0%	0.0%	3.40%	2.77%	2.56%	0.59%	0.0%	3.61%	0.66%	7.22%	0.85%	1.31%	1.35%	2.11%	1.12%	6.54%	0.0%	0.64%	6.52%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
