Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																							
Дата голосования: 07.12.2003 0:00:00																																																																							
																																																																							
Наименование Избирательной комиссии:    Киреевская ТИК																																																																							
																																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																							
																																																																							
		Сумма	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154					
		0.18%	0.33%	0.20%	0.0%	0.35%	0.16%	0.0%	0.0%	0.10%	0.13%	0.44%	0.0%	0.0%	0.0%	0.27%	0.61%	0.0%	0.18%	0.38%	0.33%	0.36%	0.0%	0.51%	0.0%	0.0%	0.0%	0.43%	0.26%	0.13%	0.51%	0.0%	0.23%	0.0%	0.12%	0.0%	0.14%	0.0%	0.59%	0.38%	1.49%	0.13%	0.24%	0.17%	0.0%	0.0%	0.26%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%	0.0%	0.0%	0.30%	0.14%	0.30%	0.0%	0.0%	0.41%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	59	1	4	0	1	0	0	2	2	2	2	2	1	0	0	0	0	4	3	4	2	4	2	0	0	1	1	2	1	0	0	2	1	1	0	1	1	2	2	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0					
		0.18%	0.33%	0.40%	0.0%	0.11%	0.0%	0.0%	0.20%	0.20%	0.27%	0.29%	0.31%	0.16%	0.0%	0.0%	0.0%	0.0%	0.75%	0.57%	0.67%	0.36%	0.60%	0.34%	0.0%	0.0%	0.15%	0.14%	0.26%	0.13%	0.0%	0.0%	0.23%	0.11%	0.12%	0.0%	0.14%	0.13%	0.23%	0.77%	0.0%	0.13%	0.0%	0.17%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.45%	0.0%	0.58%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5153	38	132	156	109	111	98	134	126	124	88	125	77	110	52	54	9	76	82	101	67	112	91	57	101	117	127	125	125	155	18	150	149	140	15	124	184	114	28	24	118	121	104	30	14	44	15	15	20	53	80	29	23	23	38	75	32	56	192	55	28	50	70	7	36					
		16.22%	12.66%	13.40%	15.91%	12.99%	18.40%	9.69%	13.44%	12.61%	16.93%	13.01%	19.93%	12.74%	18.30%	14.20%	16.71%	17.64%	14.36%	15.73%	16.94%	12.36%	16.89%	15.71%	16.19%	17.93%	18.30%	18.59%	16.66%	16.62%	26.86%	19.14%	17.77%	17.69%	16.90%	8.06%	18.28%	24.21%	13.62%	10.85%	17.91%	15.54%	14.90%	18.18%	20.27%	10.44%	11.45%	10.27%	12.19%	10.25%	16.45%	22.85%	9.69%	10.36%	15.75%	22.22%	36.94%	26.22%	17.07%	27.04%	16.61%	9.24%	23.36%	14.52%	4.60%	15.51%					
																																																																							
41	Против всех	2194	16	85	68	52	40	74	60	80	50	41	52	40	33	33	25	3	31	25	30	39	29	42	28	58	29	60	53	48	46	3	58	82	46	8	41	59	51	22	11	62	84	71	12	12	19	9	7	11	17	0	29	12	2	11	14	6	15	34	26	21	12	40	10	7					
		6.90%	5.33%	8.62%	6.93%	6.19%	6.63%	7.31%	6.01%	8.00%	6.83%	6.06%	8.29%	6.62%	5.49%	9.01%	7.73%	5.88%	5.86%	4.79%	5.03%	7.19%	4.37%	7.25%	7.95%	10.30%	4.53%	8.78%	7.06%	6.38%	7.97%	3.19%	6.87%	9.73%	5.55%	4.30%	6.04%	7.76%	6.09%	8.52%	8.20%	8.16%	10.34%	12.41%	8.10%	8.95%	4.94%	6.16%	5.69%	5.64%	5.27%	0.0%	9.69%	5.40%	1.36%	6.43%	6.89%	4.91%	4.57%	4.78%	7.85%	6.93%	5.60%	8.29%	6.57%	3.01%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
