Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																									
Дата голосования: 07.12.2003 0:00:00																																																																									
																																																																									
Наименование Избирательной комиссии:    Красногорская																																																																									
																																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																									
																																																																									
		Сумма	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072					
		30.90%	30.51%	34.24%	34.96%	31.84%	30.73%	29.32%	36.43%	31.08%	28.45%	34.98%	28.06%	32.13%	25.81%	31.64%	31.21%	29.80%	27.38%	31.94%	29.84%	30.15%	27.82%	32.18%	29.19%	32.57%	28.68%	30.72%	30.55%	33.71%	33.04%	33.18%	30.28%	31.99%	39.41%	26.27%	41.39%	37.94%	35.53%	31.08%	25.78%	28.53%	31.61%	34.43%	27.87%	29.71%	28.39%	32.25%	34.44%	27.96%	33.33%	29.35%	29.23%	23.93%	28.55%	29.35%	29.43%	25.65%	29.72%	33.65%	29.40%	32.57%	29.08%	28.18%	41.21%	36.60%	33.76%	33.87%					
38	"21. ""Российская Конституционно-демократическая партия"""	103	6	1	2	0	2	3	1	1	2	2	3	0	1	1	0	1	1	1	6	3	2	3	1	0	0	2	0	2	2	0	2	1	1	1	0	0	2	4	1	3	1	1	7	0	0	1	1	3	2	1	1	1	0	9	1	0	0	2	1	0	2	1	0	0	4	0					
		0.15%	0.72%	0.09%	0.17%	0.0%	0.16%	0.24%	0.07%	0.10%	0.15%	0.14%	0.21%	0.0%	0.08%	0.13%	0.0%	0.08%	0.12%	0.07%	0.31%	0.18%	0.12%	0.20%	0.10%	0.0%	0.0%	0.18%	0.0%	0.23%	0.21%	0.0%	0.18%	0.07%	0.12%	0.05%	0.0%	0.0%	0.16%	0.32%	0.07%	0.22%	0.10%	0.10%	0.58%	0.0%	0.0%	0.10%	0.13%	0.27%	0.24%	0.07%	0.12%	0.38%	0.0%	0.92%	0.10%	0.0%	0.0%	0.64%	0.08%	0.0%	0.29%	0.13%	0.0%	0.0%	0.51%	0.0%					
39	"22. ""Развитие предпринимательства"""	277	0	5	4	4	6	2	4	8	8	7	2	6	6	0	8	2	0	3	1	3	38	3	3	2	3	5	5	2	0	3	9	2	2	8	3	2	2	6	4	9	6	4	7	10	1	7	2	1	4	2	2	0	8	6	0	1	3	1	9	2	1	2	3	0	4	1					
		0.40%	0.0%	0.47%	0.34%	0.50%	0.48%	0.16%	0.31%	0.86%	0.62%	0.51%	0.14%	0.44%	0.48%	0.0%	0.51%	0.17%	0.0%	0.23%	0.05%	0.18%	2.35%	0.20%	0.31%	0.17%	0.25%	0.46%	0.44%	0.23%	0.0%	0.25%	0.81%	0.14%	0.24%	0.45%	1.22%	0.37%	0.16%	0.49%	0.31%	0.67%	0.60%	0.42%	0.58%	0.70%	0.11%	0.75%	0.26%	0.09%	0.48%	0.15%	0.25%	0.0%	0.90%	0.61%	0.0%	0.23%	0.33%	0.32%	0.74%	0.35%	0.14%	0.27%	0.46%	0.0%	0.51%	0.23%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5952	70	66	89	56	96	132	94	87	115	92	112	100	149	65	147	131	90	134	173	161	137	156	75	107	107	98	105	58	85	100	92	103	69	231	12	65	86	107	172	89	49	86	111	145	108	73	39	93	59	102	70	28	50	86	87	34	66	19	136	30	68	77	32	14	41	36					
		8.78%	8.44%	6.20%	7.62%	7.13%	7.80%	10.57%	7.34%	9.45%	8.99%	6.80%	7.97%	7.47%	12.13%	8.46%	9.53%	11.35%	10.85%	10.49%	9.13%	9.72%	8.47%	10.56%	7.76%	9.39%	9.05%	9.12%	9.40%	6.72%	9.03%	8.64%	8.34%	7.50%	8.34%	13.25%	4.91%	12.14%	6.91%	8.79%	13.56%	6.63%	4.96%	9.16%	9.23%	10.23%	12.02%	7.84%	5.18%	8.55%	7.20%	7.75%	9.05%	10.81%	5.64%	8.85%	9.17%	8.07%	7.29%	6.14%	11.29%	5.25%	10.19%	10.53%	4.97%	5.28%	5.32%	8.41%					
																																																																									
41	Против всех	4298	52	65	74	52	84	59	87	42	60	108	72	72	57	63	74	57	55	84	85	73	84	89	69	70	71	78	83	57	69	60	81	84	63	102	22	23	103	81	64	132	66	54	106	107	69	59	54	83	39	119	62	18	72	63	50	36	57	24	68	31	30	36	30	11	56	38					
		6.34%	6.27%	6.11%	6.34%	6.62%	6.82%	4.72%	6.80%	4.56%	4.69%	7.98%	5.12%	5.38%	4.64%	8.20%	4.80%	4.93%	6.63%	6.57%	4.49%	4.41%	5.19%	6.02%	7.14%	6.14%	6.00%	7.26%	7.43%	6.60%	7.33%	5.18%	7.34%	6.12%	7.61%	5.85%	9.01%	4.29%	8.27%	6.66%	5.04%	9.83%	6.68%	5.75%	8.81%	7.55%	7.68%	6.34%	7.18%	7.63%	4.76%	9.04%	8.02%	6.94%	8.12%	6.48%	5.27%	8.55%	6.29%	7.76%	5.64%	5.42%	4.49%	4.92%	4.66%	4.15%	7.27%	8.87%					
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
