Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																								
Дата голосования: 07.12.2003 0:00:00																																																																								
																																																																								
"Наименование Избирательной комиссии:    Улан-Удэ, Октябрьская"																																																																								
																																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																								
																																																																								
		Сумма	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732					
38	"21. ""Российская Конституционно-демократическая партия"""	94	2	1	1	0	0	1	1	2	0	0	0	2	1	3	0	0	1	0	0	2	1	2	2	0	4	2	0	4	1	1	3	1	1	0	1	5	5	4	5	0	0	1	2	3	3	1	0	0	1	2	1	0	2	0	1	0	4	0	0	1	2	5	1	2	3					
		0.17%	0.23%	0.11%	0.09%	0.0%	0.0%	0.36%	0.23%	0.36%	0.0%	0.0%	0.0%	0.27%	0.11%	0.47%	0.0%	0.0%	0.07%	0.0%	0.0%	3.70%	0.88%	0.23%	0.15%	0.0%	0.45%	0.23%	0.0%	0.48%	0.07%	0.09%	1.18%	0.13%	0.14%	0.0%	0.07%	0.68%	0.37%	0.28%	0.38%	0.0%	0.0%	0.10%	0.21%	0.28%	0.37%	0.09%	0.0%	0.0%	0.09%	0.26%	0.19%	0.0%	0.18%	0.0%	0.18%	0.0%	0.49%	0.0%	0.0%	0.16%	0.38%	0.21%	0.07%	0.20%	0.23%					
39	"22. ""Развитие предпринимательства"""	231	5	2	5	5	4	1	1	3	4	8	4	3	5	1	9	3	8	0	0	0	1	4	4	2	8	10	6	3	5	6	2	4	0	5	7	2	1	7	6	0	6	6	3	4	7	1	0	3	3	2	0	4	0	2	0	0	1	1	6	2	1	13	5	2	5					
		0.42%	0.58%	0.23%	0.45%	0.61%	0.39%	0.36%	0.23%	0.55%	0.45%	0.89%	0.49%	0.41%	0.58%	0.15%	0.67%	0.28%	0.58%	0.0%	0.0%	0.0%	0.88%	0.47%	0.31%	0.31%	0.90%	1.17%	0.63%	0.36%	0.38%	0.59%	0.78%	0.52%	0.0%	0.84%	0.54%	0.27%	0.07%	0.50%	0.45%	0.0%	0.47%	0.61%	0.31%	0.38%	0.86%	0.09%	0.0%	0.35%	0.28%	0.26%	0.0%	0.45%	0.0%	0.35%	0.0%	0.0%	0.12%	0.25%	0.54%	0.32%	0.19%	0.55%	0.39%	0.20%	0.39%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	9284	191	140	256	124	164	36	75	104	198	198	188	93	134	121	274	226	234	63	2	7	29	179	240	104	146	51	170	156	212	159	48	156	123	103	269	132	258	206	241	9	212	191	178	178	149	219	123	172	205	156	86	165	199	105	112	148	163	72	149	95	55	82	99	73	79					
		16.96%	22.26%	16.24%	23.48%	15.19%	16.35%	13.13%	17.64%	19.15%	22.55%	22.14%	23.38%	12.86%	15.76%	19.14%	20.55%	21.48%	17.15%	19.09%	7.69%	12.96%	25.66%	21.10%	19.13%	16.22%	16.53%	6.0%	17.95%	18.86%	16.48%	15.86%	18.89%	20.36%	18.14%	17.36%	21.09%	18.08%	19.38%	14.82%	18.43%	34.61%	16.66%	19.54%	18.79%	17.08%	18.48%	21.38%	18.41%	20.30%	19.48%	20.44%	17.16%	18.62%	18.15%	18.48%	20.62%	23.16%	20.19%	18.50%	13.45%	15.52%	10.57%	3.52%	7.88%	7.34%	6.26%					
																																																																								
41	Против всех	2332	33	29	32	40	43	11	11	27	35	14	27	35	27	23	61	52	62	8	0	0	6	25	43	26	41	37	34	34	66	51	13	31	34	25	44	28	56	55	51	0	30	44	15	30	38	31	18	30	51	35	23	37	31	11	33	31	34	7	54	27	27	226	72	66	61					
		4.26%	3.84%	3.36%	2.93%	4.90%	4.28%	4.01%	2.58%	4.97%	3.98%	1.56%	3.35%	4.84%	3.17%	3.63%	4.57%	4.94%	4.54%	2.42%	0.0%	0.0%	5.30%	2.94%	3.42%	4.05%	4.64%	4.35%	3.59%	4.11%	5.13%	5.08%	5.11%	4.04%	5.01%	4.21%	3.45%	3.83%	4.20%	3.95%	3.90%	0.0%	2.35%	4.50%	1.58%	2.87%	4.71%	3.02%	2.69%	3.54%	4.84%	4.58%	4.59%	4.17%	2.82%	1.93%	6.07%	4.85%	4.21%	1.79%	4.87%	4.41%	5.19%	9.72%	5.73%	6.63%	4.83%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
