Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																				
Дата голосования: 07.12.2003 0:00:00																																																																				
																																																																				
Наименование Избирательной комиссии:    Тюменская																																																																				
																																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																				
																																																																				
		Сумма	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3489	71	166	105	48	3	25	11	121	121	126	124	109	98	114	46	38	33	76	107	42	40	63	20	31	128	129	40	14	45	27	41	146	10	21	36	24	32	14	7	7	15	180	12	14	141	55	22	3	42	80	109	9	18	5	107	54	14	15	27	91	17					
		9.63%	8.18%	11.55%	8.92%	7.06%	0.93%	4.57%	11.11%	11.26%	11.72%	10.21%	8.32%	11.22%	6.62%	10.65%	8.12%	8.37%	7.89%	8.97%	11.19%	6.85%	15.68%	12.35%	14.28%	11.35%	9.05%	9.04%	11.42%	5.71%	6.07%	5.81%	6.09%	9.63%	6.45%	8.10%	9.62%	7.89%	10.12%	8.91%	5.78%	6.86%	10.06%	15.29%	9.37%	12.49%	12.53%	10.76%	10.89%	6.81%	9.63%	17.77%	8.64%	2.66%	28.57%	4.42%	8.95%	22.40%	12.96%	8.57%	12.73%	12.46%	5.39%					
																																																																				
41	Против всех	1285	35	59	38	48	13	23	4	44	43	44	65	40	38	34	12	19	13	27	35	19	13	9	7	4	48	61	20	5	16	16	27	40	3	11	16	7	5	6	1	4	0	35	3	4	54	21	4	0	7	27	54	4	3	5	54	7	1	4	8	14	4					
		3.54%	4.03%	4.10%	3.23%	7.06%	4.06%	4.21%	4.04%	4.09%	4.16%	3.56%	4.36%	4.11%	2.56%	3.17%	2.12%	4.18%	3.11%	3.18%	3.66%	3.09%	5.09%	1.76%	4.99%	1.46%	3.39%	4.27%	5.71%	2.04%	2.15%	3.44%	4.01%	2.64%	1.93%	4.24%	4.27%	2.30%	1.58%	3.82%	0.82%	3.92%	0.0%	2.97%	2.34%	3.57%	4.8%	4.10%	1.98%	0.0%	1.60%	6.0%	4.28%	1.18%	4.76%	4.42%	4.51%	2.90%	0.92%	2.28%	3.77%	1.91%	1.26%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
