Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																		
Дата голосования: 07.12.2003 0:00:00																																																																		
																																																																		
Наименование Избирательной комиссии:    Стародубская																																																																		
																																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																		
																																																																		
		Сумма	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005					
41	Против всех	562	5	7	8	1	2	2	1	6	3	7	11	1	12	12	3	7	12	1	2	5	7	2	3	16	3	5	3	3	4	0	2	4	10	4	9	12	6	4	1	5	3	6	22	8	10	2	2	6	5	34	29	37	34	43	30	14	18	27	21					
		2.94%	1.73%	2.69%	3.96%	0.72%	1.18%	1.19%	0.54%	3.0%	1.82%	3.21%	4.23%	0.46%	2.63%	4.54%	2.05%	2.43%	1.82%	0.69%	0.75%	3.20%	1.71%	1.00%	2.60%	2.71%	2.77%	2.84%	2.45%	1.31%	2.53%	0.0%	0.84%	2.48%	2.56%	3.12%	4.22%	2.34%	2.0%	1.08%	1.05%	1.93%	1.91%	2.02%	4.02%	3.94%	3.78%	1.43%	1.25%	2.20%	2.16%	4.70%	3.87%	4.96%	3.97%	6.08%	4.08%	2.50%	3.15%	4.16%	2.88%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
