Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																					
Дата голосования: 07.12.2003 0:00:00																																																																					
																																																																					
Наименование Избирательной комиссии:    Зерноградская																																																																					
																																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																					
																																																																					
		Сумма	УИК №178	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №2565	УИК №2569					
		0.43%	0.0%	1.18%	0.33%	0.27%	1.52%	0.0%	0.0%	0.0%	0.65%	0.0%	0.72%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.93%	0.34%	0.0%	0.28%	0.41%	0.0%	0.12%	0.0%	2.24%	0.18%	0.0%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.22%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.58%	0.0%	0.72%	0.31%	0.50%	1.05%	0.15%	0.78%	0.46%	0.78%	0.62%	0.85%	0.50%	0.33%	0.0%	0.14%	0.46%	0.49%	1.34%	0.86%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5418	30	255	184	276	156	14	28	13	16	45	58	21	169	20	15	28	6	62	241	26	45	99	44	175	28	17	64	27	21	14	27	35	21	12	236	163	31	44	52	44	100	26	46	49	164	138	175	194	158	194	115	162	130	246	67	156	20	121	152	89	31	23					
		20.20%	18.63%	33.64%	30.46%	37.5%	34.06%	8.53%	11.11%	11.20%	10.45%	28.66%	21.16%	12.72%	14.48%	21.05%	10.56%	11.96%	10.71%	14.48%	21.04%	18.70%	12.64%	20.71%	21.35%	21.79%	15.55%	19.10%	11.85%	13.36%	10.5%	10.85%	17.76%	20.11%	11.35%	8.88%	26.19%	17.85%	16.57%	15.77%	19.62%	19.29%	23.25%	15.20%	26.74%	18.70%	19.90%	22.04%	21.98%	29.12%	24.12%	21.67%	17.99%	21.25%	27.19%	20.91%	33.83%	26.30%	16.39%	17.66%	11.83%	10.94%	6.95%	19.82%					
																																																																					
41	Против всех	1318	3	30	34	18	22	6	9	3	12	7	13	4	53	4	2	14	6	23	80	14	24	13	5	37	7	5	20	10	11	2	9	3	7	3	40	31	10	4	16	10	17	4	11	17	29	26	30	27	21	40	33	41	24	56	10	35	4	44	105	79	33	8					
		4.91%	1.86%	3.95%	5.62%	2.44%	4.80%	3.65%	3.57%	2.58%	7.84%	4.45%	4.74%	2.42%	4.54%	4.21%	1.40%	5.98%	10.71%	5.37%	6.98%	10.07%	6.74%	2.71%	2.42%	4.60%	3.88%	5.61%	3.70%	4.95%	5.5%	1.55%	5.92%	1.72%	3.78%	2.22%	4.43%	3.39%	5.34%	1.43%	6.03%	4.38%	3.95%	2.33%	6.39%	6.48%	3.51%	4.15%	3.76%	4.05%	3.20%	4.46%	5.16%	5.38%	5.02%	4.76%	5.05%	5.90%	3.27%	6.42%	8.17%	9.71%	7.39%	6.89%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
