Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																							
Дата голосования: 07.12.2003 0:00:00																																																																							
																																																																							
"Наименование Избирательной комиссии:    Тюмень, Центральная"																																																																							
																																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																							
																																																																							
		Сумма	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966					
		0.16%	0.33%	0.50%	0.38%	0.16%	0.30%	0.52%	0.28%	0.54%	0.20%	0.24%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.09%	0.09%	0.09%	0.26%	0.0%	0.28%	0.0%	0.31%	0.0%	0.10%	0.26%	0.11%	0.11%	0.46%	0.0%	0.21%	0.33%	0.08%	0.0%	0.10%	0.0%	0.19%	0.15%	0.0%	0.10%	0.0%	0.08%	0.19%	0.23%	0.0%	0.0%	0.32%	0.0%	0.0%	0.32%	0.17%	0.24%	0.20%	0.28%	0.0%	0.24%	0.0%	0.15%	0.0%					
39	"22. ""Развитие предпринимательства"""	165	5	3	1	1	3	6	0	1	1	2	0	0	2	2	2	1	3	1	3	3	2	1	7	2	0	0	1	0	1	5	1	3	8	5	3	3	3	5	4	2	2	3	5	6	1	3	2	2	2	5	2	2	1	2	4	0	4	4	4	4	3	1	6	1					
		0.31%	0.41%	0.50%	0.09%	0.08%	0.30%	0.44%	0.0%	0.18%	0.20%	0.48%	0.0%	0.0%	0.21%	0.43%	0.50%	0.25%	0.89%	0.19%	0.25%	0.29%	0.19%	0.09%	0.69%	0.17%	0.0%	0.0%	0.27%	0.0%	0.27%	0.51%	0.08%	0.35%	0.90%	0.46%	0.33%	0.63%	0.33%	0.41%	0.71%	0.21%	0.24%	0.29%	0.39%	0.54%	0.10%	0.38%	0.17%	0.19%	0.23%	0.52%	0.21%	0.21%	0.12%	0.19%	0.65%	0.0%	0.33%	0.40%	0.38%	0.45%	0.37%	0.10%	0.90%	0.68%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5011	102	46	94	110	64	110	59	56	56	35	27	80	108	55	29	57	44	62	121	76	91	78	95	91	34	27	35	34	31	121	127	73	55	96	82	32	86	128	48	85	56	76	118	108	78	89	142	114	67	91	80	98	67	67	66	186	129	100	98	74	94	129	40	4					
		9.48%	8.50%	7.75%	8.99%	8.99%	6.57%	8.21%	8.35%	10.16%	11.49%	8.41%	6.85%	10.47%	11.82%	11.85%	7.37%	14.25%	13.05%	12.15%	10.26%	7.39%	9.04%	7.23%	9.43%	8.12%	9.57%	7.58%	9.64%	10.75%	8.65%	12.42%	11.16%	8.52%	6.21%	8.88%	9.09%	6.80%	9.71%	10.62%	8.60%	8.96%	6.84%	7.37%	9.30%	9.85%	8.49%	11.41%	12.5%	11.24%	7.96%	9.48%	8.62%	10.62%	8.05%	6.46%	10.74%	16.44%	10.72%	10.15%	9.36%	8.46%	11.67%	12.91%	6.05%	2.73%					
																																																																							
41	Против всех	1962	33	22	43	40	36	46	18	23	19	10	10	31	42	14	25	12	7	19	42	26	33	29	38	23	10	6	16	2	17	39	33	43	32	62	50	18	39	65	22	50	28	39	59	41	24	22	36	40	38	37	33	24	34	27	23	48	55	44	46	37	23	25	25	9					
		3.71%	2.75%	3.70%	4.11%	3.27%	3.69%	3.43%	2.54%	4.17%	3.90%	2.40%	2.53%	4.05%	4.60%	3.01%	6.36%	3.0%	2.07%	3.72%	3.56%	2.52%	3.28%	2.69%	3.77%	2.05%	2.81%	1.68%	4.40%	0.63%	4.74%	4.00%	2.90%	5.02%	3.61%	5.73%	5.54%	3.82%	4.40%	5.39%	3.94%	5.27%	3.42%	3.78%	4.65%	3.74%	2.61%	2.82%	3.16%	3.94%	4.51%	3.85%	3.55%	2.60%	4.08%	2.60%	3.74%	4.24%	4.57%	4.46%	4.39%	4.23%	2.85%	2.50%	3.78%	6.16%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
