Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																								
Дата голосования: 07.12.2003 0:00:00																																																																								
																																																																								
Наименование Избирательной комиссии:    Новосибирская																																																																								
																																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																								
																																																																								
		Сумма	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798					
		0.15%	0.12%	0.24%	0.0%	0.05%	0.20%	0.26%	0.0%	0.22%	0.0%	0.32%	0.36%	0.09%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.10%	0.0%	0.20%	0.59%	0.21%	0.0%	1.01%	0.0%	0.23%	0.0%	0.16%	0.0%	0.19%	0.0%	0.0%	1.65%	0.0%	0.17%	0.0%	0.12%	0.26%	0.0%	0.11%	0.28%	0.0%	0.31%	0.24%	1.47%	0.10%	0.0%	0.07%	0.73%	0.0%	1.54%	0.0%	0.0%	0.0%	0.0%	1.20%	0.0%	0.08%	0.0%	0.0%	0.39%	0.0%					
39	"22. ""Развитие предпринимательства"""	136	4	10	4	10	8	7	3	4	3	0	3	0	0	2	3	0	3	0	0	10	3	0	0	0	1	2	1	1	5	3	0	2	2	0	0	1	0	1	2	1	0	8	2	3	0	0	5	2	1	0	0	1	0	1	0	0	0	0	1	0	4	1	0	8	0					
		0.29%	0.25%	0.62%	0.21%	0.51%	0.53%	0.61%	0.26%	0.30%	0.39%	0.0%	0.21%	0.0%	0.0%	0.30%	0.53%	0.0%	0.36%	0.0%	0.0%	0.95%	0.31%	0.0%	0.0%	0.0%	0.21%	0.44%	1.01%	0.08%	0.39%	0.22%	0.0%	0.22%	0.39%	0.0%	0.0%	0.55%	0.0%	0.05%	0.46%	0.12%	0.0%	0.66%	0.22%	0.42%	0.0%	0.0%	0.60%	0.98%	0.10%	0.0%	0.0%	0.12%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	1.20%	0.0%	0.34%	0.44%	0.0%	0.79%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	7593	270	259	268	239	295	134	162	178	207	156	297	222	15	77	118	26	180	40	43	200	199	25	99	26	87	111	33	163	160	185	108	103	87	20	32	18	14	265	61	148	51	133	225	111	54	56	87	34	178	86	240	154	41	24	19	58	182	90	23	20	202	45	84	59	7					
		16.35%	17.01%	16.14%	14.57%	12.33%	19.86%	11.85%	14.11%	13.37%	26.98%	25.70%	21.55%	20.09%	6.91%	11.88%	21.18%	22.60%	22.03%	17.46%	36.75%	19.19%	20.64%	13.02%	10.31%	15.56%	18.79%	24.50%	33.33%	13.19%	12.54%	13.80%	18.30%	11.73%	17.36%	12.5%	13.27%	9.94%	26.92%	15.74%	14.25%	17.83%	13.74%	11.02%	25.05%	15.67%	17.88%	17.77%	10.54%	16.66%	18.99%	31.97%	19.10%	18.87%	14.18%	12.37%	12.41%	35.36%	12.11%	19.23%	27.71%	14.81%	17.64%	20.17%	18.22%	5.87%	4.82%					
																																																																								
41	Против всех	3006	112	113	140	142	110	80	97	116	62	36	94	65	8	23	30	10	47	16	6	51	29	17	46	10	21	19	6	102	107	83	34	78	29	4	16	11	8	89	29	49	26	66	73	33	22	31	50	4	65	15	73	42	17	9	13	18	63	22	6	18	83	13	34	62	3					
		6.47%	7.05%	7.04%	7.61%	7.32%	7.40%	7.07%	8.44%	8.71%	8.08%	5.93%	6.82%	5.88%	3.68%	3.54%	5.38%	8.69%	5.75%	6.98%	5.12%	4.89%	3.00%	8.85%	4.79%	5.98%	4.53%	4.19%	6.06%	8.25%	8.39%	6.19%	5.76%	8.88%	5.78%	2.5%	6.63%	6.07%	15.38%	5.28%	6.77%	5.90%	7.00%	5.47%	8.12%	4.66%	7.28%	9.84%	6.06%	1.96%	6.93%	5.57%	5.81%	5.14%	5.88%	4.63%	8.49%	10.97%	4.19%	4.70%	7.22%	13.33%	7.24%	5.82%	7.37%	6.17%	2.06%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
