Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																							
Дата голосования: 07.12.2003 0:00:00																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Азовская районная																																																																																							
																																																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																							
																																																																																							
		Сумма	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2514	УИК №2585					
		4.43%	5.71%	8.96%	4.62%	7.22%	3.88%	5.01%	1.23%	4.88%	8.56%	2.92%	6.23%	9.72%	4.07%	2.53%	1.91%	4.49%	2.74%	5.21%	3.82%	9.66%	4.08%	8.54%	7.99%	1.39%	11.09%	5.0%	1.51%	2.15%	7.97%	2.92%	3.10%	2.83%	2.43%	2.52%	1.19%	1.10%	3.26%	8.66%	3.18%	0.63%	2.37%	5.83%	4.81%	7.21%	3.16%	1.49%	9.73%	5.63%	4.74%	9.09%	1.95%	11.26%	0.0%	0.0%	3.51%	5.20%	6.04%	2.83%	1.48%	0.24%	2.93%	9.83%	9.74%	1.15%	4.80%	2.17%	4.32%	8.15%	5.11%	3.64%	10.04%	0.0%	2.09%	6.66%	3.84%	0.63%	0.8%	2.22%	6.11%	4.45%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	142	1	3	1	1	0	0	0	2	0	0	0	0	4	2	0	0	0	1	0	1	0	0	4	2	3	0	0	0	3	1	1	0	0	0	5	1	2	1	0	0	3	0	0	0	5	0	2	0	1	3	1	0	1	64	8	1	0	0	0	0	0	2	3	0	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2					
		0.30%	0.10%	0.51%	0.33%	0.24%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.32%	0.84%	0.0%	0.0%	0.0%	0.17%	0.0%	0.16%	0.0%	0.0%	0.62%	0.25%	0.55%	0.0%	0.0%	0.0%	0.24%	0.13%	0.12%	0.0%	0.0%	0.0%	0.33%	0.06%	0.18%	0.16%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.47%	0.0%	0.33%	0.0%	0.33%	0.77%	0.17%	0.0%	0.14%	6.95%	1.12%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.30%	0.0%	0.42%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%					
35	"18. ""ЛДПР"""	2800	94	46	15	35	1	24	11	17	51	16	58	7	11	6	14	12	16	66	21	33	47	96	62	31	63	3	5	18	100	47	45	6	10	32	59	88	43	57	20	8	21	76	19	13	72	20	46	20	28	48	39	6	34	55	50	37	27	7	8	3	28	72	88	89	119	35	39	74	0	2	19	2	26	8	4	2	2	4	108	56					
		6.07%	10.32%	7.93%	4.95%	8.43%	0.97%	9.26%	13.58%	5.53%	6.06%	4.25%	15.06%	4.86%	0.89%	2.53%	4.45%	4.49%	5.49%	11.47%	4.46%	5.31%	9.14%	11.38%	9.71%	3.92%	11.64%	3.0%	0.75%	3.23%	8.05%	6.25%	5.59%	4.25%	8.13%	13.44%	3.90%	5.38%	3.90%	9.14%	5.79%	0.72%	1.78%	15.29%	7.63%	13.40%	6.89%	5.98%	7.71%	7.04%	9.49%	12.46%	6.92%	2.81%	5.06%	5.97%	7.02%	4.70%	14.83%	4.96%	0.79%	0.36%	2.93%	6.81%	9.02%	9.30%	10.20%	5.86%	8.02%	12.07%	0.0%	1.04%	9.09%	1.62%	13.61%	6.66%	1.92%	1.26%	1.6%	1.77%	6.34%	6.24%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	550	14	8	5	8	0	3	0	5	8	9	6	4	4	1	0	1	4	9	14	6	7	12	11	0	9	3	0	3	11	6	16	0	2	2	9	11	12	14	0	0	9	10	0	2	12	5	11	4	2	6	1	0	8	9	13	12	3	4	9	0	11	15	22	15	24	8	0	19	36	1	8	0	2	3	0	1	1	4	13	10					
		1.19%	1.53%	1.37%	1.65%	1.92%	0.0%	1.15%	0.0%	1.62%	0.95%	2.39%	1.55%	2.77%	0.32%	0.42%	0.0%	0.37%	1.37%	1.56%	2.97%	0.96%	1.36%	1.42%	1.72%	0.0%	1.66%	3.0%	0.0%	0.53%	0.88%	0.79%	1.99%	0.0%	1.62%	0.84%	0.59%	0.67%	1.08%	2.24%	0.0%	0.0%	0.76%	2.01%	0.0%	2.06%	1.14%	1.49%	1.84%	1.40%	0.67%	1.55%	0.17%	0.0%	1.19%	0.97%	1.82%	1.52%	1.64%	2.83%	0.89%	0.0%	1.15%	1.41%	2.25%	1.56%	2.05%	1.34%	0.0%	3.09%	3.07%	0.52%	3.82%	0.0%	1.04%	2.5%	0.0%	0.63%	0.8%	1.77%	0.76%	1.11%					
37	"20. ""Политическая партия ""Единая Россия"""	28950	406	272	174	216	82	137	32	218	528	271	218	97	1008	174	227	175	192	296	280	360	320	349	287	624	203	65	601	441	609	455	459	93	94	146	846	1301	702	293	215	878	955	234	170	28	542	209	195	147	144	166	355	165	509	521	448	384	90	107	688	768	725	629	460	705	641	421	326	304	795	163	108	114	114	72	188	143	116	180	1134	443					
		62.85%	44.61%	46.89%	57.42%	52.04%	79.61%	52.89%	39.50%	71.00%	62.78%	72.07%	56.62%	67.36%	82.15%	73.41%	72.29%	65.54%	65.97%	51.47%	59.57%	57.97%	62.25%	41.39%	44.98%	78.98%	37.52%	65.0%	91.19%	79.17%	49.03%	60.58%	57.08%	65.95%	76.42%	61.34%	56.06%	79.66%	63.76%	47.03%	62.31%	80.03%	81.00%	47.08%	68.27%	28.86%	51.91%	62.57%	32.71%	51.76%	48.81%	43.11%	63.05%	77.46%	75.85%	56.63%	62.92%	48.79%	49.45%	75.88%	68.32%	93.43%	75.99%	59.50%	47.17%	73.74%	54.97%	70.51%	67.07%	49.59%	67.83%	84.89%	51.67%	92.68%	59.68%	60.0%	90.38%	90.50%	92.8%	80.0%	66.66%	49.38%					
38	"21. ""Российская Конституционно-демократическая партия"""	61	3	0	0	0	0	0	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	7	0	3	0	0	0	3	1	2	2	0	0	4	0	0	0	2	0	1	0	0	1	0	0	1	4	1	3	1	0	0	0	3	0	1	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0					
		0.13%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	3.70%	0.0%	0.35%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.18%	0.0%	0.0%	0.35%	0.56%	0.0%	0.37%	0.0%	0.0%	0.0%	0.19%	0.06%	0.18%	0.32%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.19%	0.0%	0.16%	0.0%	0.0%	0.25%	0.0%	0.0%	0.14%	0.43%	0.14%	0.38%	0.54%	0.0%	0.0%	0.0%	0.31%	0.0%	0.10%	0.0%	0.34%	0.0%	0.20%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.05%	0.0%					
39	"22. ""Развитие предпринимательства"""	64	1	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	2	1	1	1	4	2	0	0	0	0	1	2	2	0	0	0	2	6	3	3	2	0	0	2	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	4	2	2	0	5	0	0	0	0	0	0	0	0	0	2	1					
		0.13%	0.10%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.34%	0.21%	0.16%	0.19%	0.47%	0.31%	0.0%	0.0%	0.0%	0.0%	0.17%	0.16%	0.26%	0.0%	0.0%	0.0%	0.84%	0.39%	0.18%	0.27%	0.32%	0.0%	0.0%	0.16%	0.0%	0.40%	0.0%	0.0%	0.29%	0.16%	0.0%	0.0%	0.0%	0.17%	0.0%	0.14%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.10%	0.34%	0.33%	0.41%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.11%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4619	158	96	49	67	7	47	16	20	71	34	25	8	48	26	34	21	26	54	14	72	40	168	82	72	72	18	28	35	160	108	63	13	10	17	158	104	130	85	50	116	89	67	27	5	158	32	132	69	51	55	74	10	61	73	78	108	15	9	13	2	71	115	141	40	152	66	30	76	123	5	20	3	23	6	8	2	4	24	131	29					
		10.02%	17.36%	16.55%	16.17%	16.14%	6.79%	18.14%	19.75%	6.51%	8.44%	9.04%	6.49%	5.55%	3.91%	10.97%	10.82%	7.86%	8.93%	9.39%	2.97%	11.59%	7.78%	19.92%	12.85%	9.11%	13.30%	18.0%	4.24%	6.28%	12.88%	14.38%	7.83%	9.21%	8.13%	7.14%	10.47%	6.36%	11.80%	13.64%	14.49%	10.57%	7.54%	13.48%	10.84%	5.15%	15.13%	9.58%	22.14%	24.29%	17.28%	14.28%	13.14%	4.69%	9.09%	7.93%	10.95%	13.72%	8.24%	6.38%	1.29%	0.24%	7.44%	10.87%	14.46%	4.18%	13.03%	11.05%	6.17%	12.39%	10.49%	2.60%	9.56%	2.43%	12.04%	5.0%	3.84%	1.26%	3.2%	10.66%	7.70%	3.23%					
																																																																																							
41	Против всех	1054	32	10	11	12	4	12	7	4	20	7	11	0	11	3	6	6	1	24	9	21	25	30	34	7	29	0	5	7	53	24	18	13	0	6	16	24	11	24	11	7	9	11	2	7	16	5	30	6	15	11	15	2	8	26	11	13	10	2	30	0	7	26	22	6	32	8	11	16	30	1	15	2	5	0	0	2	0	3	41	43					
		2.28%	3.51%	1.72%	3.63%	2.89%	3.88%	4.63%	8.64%	1.30%	2.37%	1.86%	2.85%	0.0%	0.89%	1.26%	1.91%	2.24%	0.34%	4.17%	1.91%	3.38%	4.86%	3.55%	5.32%	0.88%	5.36%	0.0%	0.75%	1.25%	4.26%	3.19%	2.23%	9.21%	0.0%	2.52%	1.06%	1.46%	0.99%	3.85%	3.18%	0.63%	0.76%	2.21%	0.80%	7.21%	1.53%	1.49%	5.03%	2.11%	5.08%	2.85%	2.66%	0.93%	1.19%	2.82%	1.54%	1.65%	5.49%	1.41%	2.97%	0.0%	0.73%	2.45%	2.25%	0.62%	2.74%	1.34%	2.26%	2.61%	2.55%	0.52%	7.17%	1.62%	2.61%	0.0%	0.0%	1.26%	0.0%	1.33%	2.41%	4.79%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
