Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																						
Дата голосования: 07.12.2003 0:00:00																																																																						
																																																																						
Наименование Избирательной комиссии:    Мамадышская																																																																						
																																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																						
																																																																						
		Сумма	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942					
39	"22. ""Развитие предпринимательства"""	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	3	4	5	1	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	5	1					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.23%	0.26%	0.33%	0.45%	0.10%	0.27%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.16%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.22%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2177	15	4	5	0	11	9	42	34	9	8	1	5	18	29	61	47	29	117	9	7	6	59	20	52	20	0	47	26	140	186	149	145	131	153	15	6	16	46	6	15	5	31	7	21	11	39	49	6	0	5	86	29	48	23	14	0	1	2	29	3	5	54	11					
		7.11%	3.72%	3.10%	1.83%	0.0%	4.36%	3.0%	8.80%	8.43%	5.42%	5.22%	0.78%	4.23%	3.26%	21.96%	7.72%	7.41%	7.90%	10.61%	1.68%	1.00%	3.40%	6.40%	16.66%	11.45%	13.24%	0.0%	8.37%	6.11%	12.43%	15.70%	13.70%	14.67%	11.96%	9.88%	8.82%	0.73%	3.48%	4.85%	2.17%	4.38%	1.23%	4.01%	1.68%	5.45%	4.15%	8.31%	8.56%	2.5%	0.0%	3.10%	6.77%	10.86%	7.96%	6.60%	3.73%	0.0%	0.30%	0.57%	5.32%	2.18%	3.28%	5.42%	2.48%					
																																																																						
41	Против всех	451	2	0	1	0	3	7	4	11	4	2	0	2	4	4	24	0	3	10	6	1	1	20	3	2	0	0	7	7	35	44	29	30	38	45	4	5	4	9	2	5	1	3	13	6	1	0	1	0	2	3	0	5	7	7	4	0	0	0	6	0	0	10	4					
		1.47%	0.49%	0.0%	0.36%	0.0%	1.19%	2.33%	0.83%	2.72%	2.40%	1.30%	0.0%	1.69%	0.72%	3.03%	3.03%	0.0%	0.81%	0.90%	1.12%	0.14%	0.56%	2.17%	2.5%	0.44%	0.0%	0.0%	1.24%	1.64%	3.10%	3.71%	2.66%	3.03%	3.47%	2.90%	2.35%	0.61%	0.87%	0.94%	0.72%	1.46%	0.24%	0.38%	3.12%	1.55%	0.37%	0.0%	0.17%	0.0%	1.14%	1.86%	0.0%	1.87%	1.16%	2.01%	1.06%	0.0%	0.0%	0.0%	1.10%	0.0%	0.0%	1.00%	0.90%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
