Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																		
Дата голосования: 07.12.2003 0:00:00																																																																																		
																																																																																		
"Наименование Избирательной комиссии:    Архангельск, Ломоносовская"																																																																																		
																																																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																		
																																																																																		
		Сумма	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073					
		0.12%	0.13%	0.28%	0.07%	0.07%	0.26%	0.0%	0.13%	0.14%	0.34%	0.06%	0.05%	0.23%	0.14%	0.10%	0.07%	0.06%	0.18%	0.0%	0.0%	0.08%	0.06%	0.06%	0.16%	0.09%	1.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	3998	185	141	154	169	194	162	201	180	116	187	253	162	183	90	164	160	166	178	162	134	163	106	146	108	7	7	7	22	2	3	4	1	3	4	1	2	9	1	0	2	4	3	2	5	1	0	1	3	1	0	2	3	0	1	4	2	1	3	1	0	4	1	0	0	2	3	3	1	0	2	0	0	4	1	1					
		11.59%	12.74%	13.22%	12.09%	12.03%	12.90%	11.93%	13.84%	13.47%	13.16%	11.25%	14.98%	12.75%	12.85%	9.20%	11.48%	9.96%	9.96%	10.80%	10.24%	10.99%	10.72%	6.77%	12.33%	9.93%	6.60%	7.69%	11.66%	24.44%	8.33%	13.04%	17.39%	4.16%	12.5%	17.39%	4.76%	10.52%	21.95%	5.0%	0.0%	9.52%	20.0%	15.0%	8.69%	20.83%	5.0%	0.0%	5.88%	17.64%	5.55%	0.0%	11.11%	16.66%	0.0%	6.66%	26.66%	11.76%	5.88%	18.75%	6.66%	0.0%	28.57%	5.55%	0.0%	0.0%	10.0%	13.04%	17.64%	11.11%	0.0%	12.5%	0.0%	0.0%	30.76%	7.14%	3.70%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	676	28	21	28	27	43	37	25	31	16	23	24	27	24	18	27	41	34	25	26	18	24	25	32	25	7	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4					
		1.96%	1.92%	1.96%	2.19%	1.92%	2.86%	2.72%	1.72%	2.32%	1.81%	1.38%	1.42%	2.12%	1.68%	1.84%	1.89%	2.55%	2.04%	1.51%	1.64%	1.47%	1.57%	1.59%	2.70%	2.29%	6.60%	3.29%	1.66%	1.11%	0.0%	0.0%	0.0%	0.0%	0.0%	4.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.0%	0.0%	0.0%	5.0%	4.76%	5.88%	5.88%	0.0%	5.55%	0.0%	11.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	7.69%	0.0%	14.81%					
37	"20. ""Политическая партия ""Единая Россия"""	10415	478	308	483	422	565	403	475	502	297	488	476	391	409	298	407	463	473	524	453	329	411	436	350	291	38	24	13	22	7	8	3	6	6	2	2	5	0	5	5	4	4	2	3	0	8	4	1	3	1	4	2	1	1	0	3	2	8	1	4	2	0	2	2	4	1	14	6	1	5	4	7	7	3	3	20					
		30.21%	32.92%	28.89%	37.94%	30.05%	37.59%	29.69%	32.71%	37.57%	33.71%	29.36%	28.19%	30.78%	28.72%	30.47%	28.50%	28.84%	28.39%	31.81%	28.65%	26.98%	27.03%	27.87%	29.56%	26.77%	35.84%	26.37%	21.66%	24.44%	29.16%	34.78%	13.04%	25.0%	25.0%	8.69%	9.52%	26.31%	0.0%	25.0%	25.0%	19.04%	20.0%	10.0%	13.04%	0.0%	40.0%	19.04%	5.88%	17.64%	5.55%	22.22%	11.11%	5.55%	6.66%	0.0%	20.0%	11.76%	47.05%	6.25%	26.66%	12.5%	0.0%	11.11%	20.0%	40.0%	5.0%	60.86%	35.29%	11.11%	29.41%	25.0%	46.66%	49.99%	23.07%	21.42%	74.07%					
38	"21. ""Российская Конституционно-демократическая партия"""	36	4	3	0	0	1	2	3	4	0	1	1	0	3	0	2	1	3	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.10%	0.27%	0.28%	0.0%	0.0%	0.06%	0.14%	0.20%	0.29%	0.0%	0.06%	0.05%	0.0%	0.21%	0.0%	0.14%	0.06%	0.18%	0.06%	0.06%	0.08%	0.06%	0.06%	0.08%	0.0%	0.0%	0.0%	0.0%	1.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	103	1	3	2	9	4	6	3	8	4	5	4	6	5	3	3	1	4	4	5	7	2	4	4	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.29%	0.06%	0.28%	0.15%	0.64%	0.26%	0.44%	0.20%	0.59%	0.45%	0.30%	0.23%	0.47%	0.35%	0.30%	0.21%	0.06%	0.24%	0.24%	0.31%	0.57%	0.13%	0.25%	0.33%	0.27%	0.94%	0.0%	0.0%	1.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2367	100	72	76	81	77	87	84	65	76	102	104	74	98	48	113	123	128	99	136	110	121	170	73	80	5	11	2	4	0	0	3	0	0	1	1	1	1	2	1	5	2	0	1	3	1	0	1	0	2	3	7	0	1	0	0	0	0	0	1	0	1	2	0	0	1	0	2	0	0	0	3	1	1	0	0					
		6.86%	6.88%	6.75%	5.97%	5.76%	5.12%	6.41%	5.78%	4.86%	8.62%	6.13%	6.16%	5.82%	6.88%	4.90%	7.91%	7.66%	7.68%	6.01%	8.60%	9.02%	7.96%	10.86%	6.16%	7.35%	4.71%	12.08%	3.33%	4.44%	0.0%	0.0%	13.04%	0.0%	0.0%	4.34%	4.76%	5.26%	2.43%	10.0%	5.0%	23.80%	10.0%	0.0%	4.34%	12.5%	5.0%	0.0%	5.88%	0.0%	11.11%	16.66%	38.88%	0.0%	6.66%	0.0%	0.0%	0.0%	0.0%	0.0%	6.66%	0.0%	7.14%	11.11%	0.0%	0.0%	5.0%	0.0%	11.76%	0.0%	0.0%	0.0%	20.0%	7.14%	7.69%	0.0%	0.0%					
																																																																																		
41	Против всех	2482	88	58	77	101	96	81	93	93	52	85	126	90	101	75	111	113	131	104	124	76	140	94	68	67	15	7	7	8	4	4	6	8	9	9	8	2	10	6	3	3	4	9	7	5	4	8	8	5	2	3	6	4	2	4	3	7	3	4	3	3	1	4	1	4	5	0	2	0	4	4	2	3	2	3	0					
		7.19%	6.06%	5.44%	6.04%	7.19%	6.38%	5.96%	6.40%	6.96%	5.90%	5.11%	7.46%	7.08%	7.09%	7.66%	7.77%	7.04%	7.86%	6.31%	7.84%	6.23%	9.21%	6.01%	5.74%	6.16%	14.15%	7.69%	11.66%	8.88%	16.66%	17.39%	26.08%	33.33%	37.5%	39.13%	38.09%	10.52%	24.39%	30.0%	15.0%	14.28%	20.0%	45.0%	30.43%	20.83%	20.0%	38.09%	47.05%	29.41%	11.11%	16.66%	33.33%	22.22%	13.33%	26.66%	20.0%	41.17%	17.64%	25.0%	20.0%	18.75%	7.14%	22.22%	10.0%	40.0%	25.0%	0.0%	11.76%	0.0%	23.52%	25.0%	13.33%	21.42%	15.38%	21.42%	0.0%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
