Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																										
Дата голосования: 07.12.2003 0:00:00																																																																										
																																																																										
"Наименование Избирательной комиссии:    Тюмень, Калининская"																																																																										
																																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																										
																																																																										
		Сумма	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814					
		47.16%	43.14%	42.01%	44.49%	44.44%	38.66%	43.23%	54.51%	41.94%	57.03%	46.96%	44.73%	49.01%	45.77%	44.81%	47.18%	45.25%	45.0%	44.55%	40.98%	48.88%	52.25%	48.39%	49.61%	47.95%	44.05%	51.04%	48.54%	45.31%	48.59%	44.47%	43.12%	64.64%	45.66%	47.37%	46.02%	42.91%	47.88%	45.19%	42.91%	41.77%	50.0%	48.64%	46.43%	50.59%	45.48%	48.75%	45.02%	45.71%	45.43%	47.86%	47.61%	50.46%	46.94%	47.38%	46.10%	49.85%	43.87%	47.39%	47.55%	50.24%	42.12%	44.59%	47.38%	53.16%	50.52%	48.30%	46.96%					
38	"21. ""Российская Конституционно-демократическая партия"""	88	7	2	3	0	0	0	0	0	3	1	1	1	4	1	2	0	2	2	1	0	0	1	1	0	0	1	0	0	0	1	1	5	0	1	1	2	1	2	2	1	0	2	2	1	3	1	2	4	1	3	2	1	1	2	2	0	2	1	0	1	0	1	2	0	0	0	4					
		0.15%	0.54%	0.24%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.06%	0.14%	0.17%	0.40%	0.08%	0.15%	0.0%	0.18%	0.16%	0.17%	0.0%	0.0%	0.16%	0.25%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.10%	0.11%	0.29%	0.0%	0.08%	0.20%	0.28%	0.18%	0.37%	0.19%	0.15%	0.0%	0.20%	0.25%	0.17%	0.55%	0.10%	0.17%	0.61%	0.08%	0.22%	0.16%	0.07%	0.09%	0.20%	0.16%	0.0%	0.17%	0.09%	0.0%	0.24%	0.0%	0.13%	0.33%	0.0%	0.0%	0.0%	0.42%					
39	"22. ""Развитие предпринимательства"""	127	0	3	3	4	1	1	1	0	2	5	5	1	4	3	2	6	5	1	0	1	0	0	0	0	1	1	3	1	1	0	2	0	8	1	2	0	1	3	0	1	0	3	1	1	0	2	1	0	0	2	6	1	2	3	4	3	3	2	4	1	0	3	1	1	5	3	2					
		0.22%	0.0%	0.36%	0.28%	0.54%	0.29%	0.15%	0.31%	0.0%	0.15%	0.33%	0.73%	0.17%	0.40%	0.25%	0.15%	0.49%	0.45%	0.08%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.15%	0.12%	0.33%	0.14%	0.18%	0.0%	0.22%	0.0%	0.63%	0.08%	0.41%	0.0%	0.18%	0.56%	0.0%	0.15%	0.0%	0.31%	0.12%	0.17%	0.0%	0.20%	0.08%	0.0%	0.0%	0.14%	0.50%	0.07%	0.19%	0.31%	0.33%	0.28%	0.26%	0.19%	0.75%	0.24%	0.0%	0.40%	0.16%	0.12%	1.74%	0.29%	0.21%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4837	44	82	104	56	22	70	24	85	53	124	63	36	102	105	127	114	125	147	72	106	35	53	29	30	55	59	63	66	51	141	120	76	126	94	38	70	32	39	105	49	30	66	76	67	47	79	135	54	102	107	89	96	92	69	56	94	70	75	29	30	22	60	63	63	14	84	76					
		8.54%	3.44%	10.07%	9.95%	7.68%	6.39%	11.00%	7.47%	11.03%	4.11%	8.35%	9.21%	6.41%	10.37%	8.99%	9.92%	9.32%	11.36%	11.77%	12.60%	13.08%	8.31%	8.49%	7.49%	12.29%	8.71%	7.23%	7.03%	9.80%	9.56%	14.15%	13.20%	4.47%	9.93%	8.37%	7.94%	9.81%	5.89%	7.34%	10.26%	7.75%	7.14%	6.86%	9.51%	11.41%	8.65%	8.19%	11.57%	8.25%	8.69%	7.86%	7.43%	7.47%	8.92%	7.21%	4.63%	8.77%	6.12%	7.23%	5.45%	7.31%	8.05%	8.01%	10.62%	7.97%	4.87%	8.36%	8.09%					
																																																																										
41	Против всех	2010	130	34	43	17	14	27	6	32	40	58	17	17	18	40	41	31	32	35	20	22	12	12	12	8	27	24	33	24	20	33	33	50	34	40	16	23	25	32	60	22	10	32	24	20	14	31	47	33	50	46	50	48	36	24	43	30	34	24	23	16	13	28	24	33	9	31	23					
		3.55%	10.18%	4.17%	4.11%	2.33%	4.06%	4.24%	1.86%	4.15%	3.10%	3.90%	2.48%	3.03%	1.83%	3.42%	3.20%	2.53%	2.90%	2.80%	3.50%	2.71%	2.85%	1.92%	3.10%	3.27%	4.27%	2.94%	3.68%	3.56%	3.75%	3.31%	3.63%	2.94%	2.68%	3.56%	3.34%	3.22%	4.60%	6.02%	5.86%	3.48%	2.38%	3.32%	3.00%	3.40%	2.57%	3.21%	4.03%	5.04%	4.26%	3.38%	4.17%	3.73%	3.49%	2.51%	3.55%	2.80%	2.97%	2.31%	4.32%	3.90%	4.76%	3.73%	4.04%	4.17%	3.13%	3.08%	2.44%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
