Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																	
Дата голосования: 07.12.2003 0:00:00																																																																																	
																																																																																	
"Наименование Избирательной комиссии:    Саратов, Заводская"																																																																																	
																																																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																	
																																																																																	
		Сумма	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209					
		0.15%	0.0%	0.08%	0.28%	0.0%	0.0%	0.43%	0.0%	0.0%	0.31%	0.08%	0.31%	0.0%	0.14%	0.0%	0.08%	0.0%	0.07%	0.23%	0.08%	0.27%	0.0%	0.20%	0.22%	0.08%	0.16%	0.0%	0.22%	0.16%	0.27%	0.07%	0.23%	0.30%	0.32%	0.10%	0.25%	0.23%	0.19%	0.15%	0.0%	0.15%	0.07%	0.0%	0.08%	0.09%	0.0%	0.17%	0.20%	0.07%	0.08%	0.18%	0.07%	0.08%	0.22%	0.22%	0.25%	0.29%	0.07%	0.73%	0.08%	0.25%	0.21%	0.24%	0.0%	0.14%	0.27%	0.0%	0.20%	0.07%	0.0%	0.22%	0.12%	0.52%	0.22%	0.12%					
35	"18. ""ЛДПР"""	9164	88	102	107	88	0	51	91	93	113	86	28	153	142	125	113	107	106	108	146	131	118	151	148	124	166	3	157	137	54	196	182	220	34	126	182	193	127	94	86	179	175	7	154	152	125	127	181	157	119	130	174	169	145	163	148	236	147	56	110	133	167	151	10	169	160	158	94	149	145	158	77	65	108	90					
		11.39%	8.28%	9.03%	10.00%	9.47%	0.0%	11.20%	13.58%	11.81%	8.86%	6.98%	8.86%	12.73%	10.17%	8.51%	9.27%	8.19%	8.36%	8.44%	12.06%	9.09%	8.28%	10.28%	11.28%	10.47%	13.62%	2.52%	11.89%	11.28%	15.0%	15.36%	14.52%	16.60%	11.03%	13.27%	11.77%	14.89%	12.21%	14.59%	12.09%	13.80%	13.31%	4.32%	12.85%	14.60%	11.84%	11.25%	12.38%	11.98%	10.24%	11.74%	13.43%	14.24%	11.06%	11.96%	12.71%	14.04%	10.40%	10.27%	9.57%	11.18%	12.20%	12.45%	4.87%	12.10%	10.89%	12.17%	9.48%	10.82%	10.02%	12.01%	9.61%	11.42%	12.32%	10.94%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1557	12	11	24	20	0	21	14	12	19	24	11	14	21	24	17	29	23	21	27	48	28	49	32	36	30	1	46	34	4	21	30	16	6	8	23	20	16	7	10	23	29	2	32	19	21	28	16	28	16	28	18	25	25	25	8	30	33	10	7	21	22	19	4	18	25	34	20	40	26	35	15	12	16	18					
		1.93%	1.12%	0.97%	2.24%	2.15%	0.0%	4.61%	2.08%	1.52%	1.49%	1.94%	3.48%	1.16%	1.50%	1.63%	1.39%	2.22%	1.81%	1.64%	2.23%	3.33%	1.96%	3.33%	2.44%	3.04%	2.46%	0.84%	3.48%	2.80%	1.11%	1.64%	2.39%	1.20%	1.94%	0.84%	1.48%	1.54%	1.53%	1.08%	1.40%	1.77%	2.20%	1.23%	2.67%	1.82%	1.99%	2.48%	1.09%	2.13%	1.37%	2.52%	1.38%	2.10%	1.90%	1.83%	0.68%	1.78%	2.33%	1.83%	0.60%	1.76%	1.60%	1.56%	1.95%	1.28%	1.70%	2.61%	2.01%	2.90%	1.79%	2.66%	1.87%	2.10%	1.82%	2.18%					
37	"20. ""Политическая партия ""Единая Россия"""	21946	275	309	306	267	108	127	192	211	310	294	82	349	299	454	368	378	335	312	276	357	356	354	327	305	314	80	317	279	121	313	385	335	119	217	459	375	242	154	177	384	376	117	313	232	304	302	418	364	291	303	345	323	375	356	353	526	353	228	267	324	372	337	133	345	433	384	266	329	390	380	242	152	248	243					
		27.27%	25.89%	27.36%	28.62%	28.74%	100.0%	27.91%	28.65%	26.81%	24.31%	23.86%	25.94%	29.05%	21.43%	30.92%	30.21%	28.94%	26.44%	24.39%	22.80%	24.79%	24.98%	24.11%	24.94%	25.76%	25.77%	67.22%	24.01%	22.98%	33.61%	24.52%	30.72%	25.28%	38.63%	22.86%	29.68%	28.93%	23.26%	23.91%	24.89%	29.60%	28.61%	72.22%	26.12%	22.28%	28.81%	26.77%	28.61%	27.78%	25.06%	27.37%	26.64%	27.23%	28.62%	26.13%	30.32%	31.30%	24.98%	41.83%	23.23%	27.24%	27.19%	27.80%	64.87%	24.71%	29.49%	29.58%	26.84%	23.89%	26.97%	28.89%	30.21%	26.71%	28.31%	29.56%					
38	"21. ""Российская Конституционно-демократическая партия"""	129	2	0	1	1	0	2	4	0	3	2	0	2	3	2	1	5	1	3	3	0	3	1	3	0	1	0	2	2	2	2	1	0	0	2	1	1	0	0	0	1	3	0	1	1	0	0	1	4	7	5	5	1	3	1	0	0	2	0	4	2	4	2	0	3	3	4	2	1	4	3	1	0	4	1					
		0.16%	0.18%	0.0%	0.09%	0.10%	0.0%	0.43%	0.59%	0.0%	0.23%	0.16%	0.0%	0.16%	0.21%	0.13%	0.08%	0.38%	0.07%	0.23%	0.24%	0.0%	0.21%	0.06%	0.22%	0.0%	0.08%	0.0%	0.15%	0.16%	0.55%	0.15%	0.07%	0.0%	0.0%	0.21%	0.06%	0.07%	0.0%	0.0%	0.0%	0.07%	0.22%	0.0%	0.08%	0.09%	0.0%	0.0%	0.06%	0.30%	0.60%	0.45%	0.38%	0.08%	0.22%	0.07%	0.0%	0.0%	0.14%	0.0%	0.34%	0.16%	0.29%	0.16%	0.0%	0.21%	0.20%	0.30%	0.20%	0.07%	0.27%	0.22%	0.12%	0.0%	0.45%	0.12%					
39	"22. ""Развитие предпринимательства"""	205	3	4	3	0	0	2	4	2	2	2	1	1	1	5	8	7	2	6	6	4	5	2	1	1	2	0	8	3	2	3	2	6	1	3	3	7	1	0	0	4	6	0	2	0	5	1	2	2	9	2	3	1	5	1	1	4	7	1	0	3	2	7	0	3	2	2	4	3	1	4	1	0	1	3					
		0.25%	0.28%	0.35%	0.28%	0.0%	0.0%	0.43%	0.59%	0.25%	0.15%	0.16%	0.31%	0.08%	0.07%	0.34%	0.65%	0.53%	0.15%	0.46%	0.49%	0.27%	0.35%	0.13%	0.07%	0.08%	0.16%	0.0%	0.60%	0.24%	0.55%	0.23%	0.15%	0.45%	0.32%	0.31%	0.19%	0.54%	0.09%	0.0%	0.0%	0.30%	0.45%	0.0%	0.16%	0.0%	0.47%	0.08%	0.13%	0.15%	0.77%	0.18%	0.23%	0.08%	0.38%	0.07%	0.08%	0.23%	0.49%	0.18%	0.0%	0.25%	0.14%	0.57%	0.0%	0.21%	0.13%	0.15%	0.40%	0.21%	0.06%	0.30%	0.12%	0.0%	0.11%	0.36%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	19283	238	255	228	175	0	103	140	210	347	389	64	238	370	418	324	344	386	332	345	405	412	378	402	290	258	13	291	345	71	317	268	260	47	327	372	251	277	165	173	286	299	4	276	283	242	262	352	329	294	238	256	249	345	355	295	376	389	55	316	308	319	281	9	322	234	241	216	359	355	247	167	142	183	171					
		23.96%	22.41%	22.58%	21.32%	18.83%	0.0%	22.63%	20.89%	26.68%	27.21%	31.57%	20.25%	19.81%	26.52%	28.47%	26.60%	26.33%	30.46%	25.95%	28.51%	28.12%	28.91%	25.74%	30.66%	24.49%	21.18%	10.92%	22.04%	28.41%	19.72%	24.84%	21.38%	19.62%	15.25%	34.45%	24.06%	19.36%	26.63%	25.62%	24.33%	22.05%	22.75%	2.46%	23.03%	27.18%	22.93%	23.22%	24.09%	25.11%	25.32%	21.49%	19.76%	20.99%	26.33%	26.06%	25.34%	22.38%	27.53%	10.09%	27.50%	25.90%	23.31%	23.18%	4.39%	23.06%	15.94%	18.56%	21.79%	26.07%	24.55%	18.78%	20.84%	24.95%	20.89%	20.80%					
																																																																																	
41	Против всех	5078	79	65	65	75	0	26	51	45	61	57	15	104	117	83	53	83	59	75	81	98	114	109	76	74	99	5	71	64	13	70	69	89	17	50	102	81	64	54	43	88	70	7	69	63	50	65	102	69	94	74	105	51	72	71	63	97	89	32	72	60	94	66	15	107	162	98	66	77	108	79	62	28	47	50					
		6.31%	7.43%	5.75%	6.08%	8.07%	0.0%	5.71%	7.61%	5.71%	4.78%	4.62%	4.74%	8.65%	8.38%	5.65%	4.35%	6.35%	4.65%	5.86%	6.69%	6.80%	8.0%	7.42%	5.79%	6.25%	8.12%	4.20%	5.37%	5.27%	3.61%	5.48%	5.50%	6.71%	5.51%	5.26%	6.59%	6.25%	6.15%	8.38%	6.04%	6.78%	5.32%	4.32%	5.75%	6.05%	4.73%	5.76%	6.98%	5.26%	8.09%	6.68%	8.10%	4.30%	5.49%	5.21%	5.41%	5.77%	6.29%	5.87%	6.26%	5.04%	6.87%	5.44%	7.31%	7.66%	11.03%	7.55%	6.65%	5.59%	7.46%	6.00%	7.74%	4.92%	5.36%	6.08%					
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
